Query Sequence Name	Gene ID	Gene Name	Genome ID	Genome Name	Query Start Coord	Query End Coord	Subject Start Coord	Subject End Coord	Bit Score	E-value	Identities	Subject Length	
query3677469	2794863600	periplasmic mercuric ion binding protein	2791355564	Pseudomonas sp. GP01-A6	1	91	1	91	147	6e-49	91	91	
query3677469	2794864525	periplasmic mercuric ion binding protein	2791355564	Pseudomonas sp. GP01-A6	1	91	1	91	147	7e-49	76	91	
query3677469	2795010181	periplasmic mercuric ion binding protein	2791355588	Pseudomonas sp. FW215-L2	1	91	1	91	147	7e-49	76	91	
query3677469	2795011113	periplasmic mercuric ion binding protein	2791355588	Pseudomonas sp. FW215-L2	1	91	1	91	147	6e-49	91	91	
query3677469	2795097648	periplasmic mercuric ion binding protein	2791355603	Pseudomonas sp. MPBC4-3	1	91	1	91	147	6e-49	91	91	
query3677469	2795234828	periplasmic mercuric ion binding protein	2791355624	Pseudomonas sp. GP01-A4	1	91	1	91	147	7e-49	76	91	
query3677469	2795236700	periplasmic mercuric ion binding protein	2791355624	Pseudomonas sp. GP01-A4	1	91	1	91	147	6e-49	91	91	
query3677469	2795240970	periplasmic mercuric ion binding protein	2791355625	Pseudomonas sp. GP01-A11	1	91	1	91	147	7e-49	76	91	
query3677469	2795243248	periplasmic mercuric ion binding protein	2791355625	Pseudomonas sp. GP01-A11	1	91	1	91	147	6e-49	91	91	
query3677469	2795259547	periplasmic mercuric ion binding protein	2791355628	Pseudomonas sp. GP01-A5	1	91	1	91	147	7e-49	76	91	
query3677469	2795262765	periplasmic mercuric ion binding protein	2791355628	Pseudomonas sp. GP01-A5	1	91	1	91	147	6e-49	91	91	
query3677469	2795266258	periplasmic mercuric ion binding protein	2791355629	Pseudomonas sp. GP01-A13	1	91	1	91	147	7e-49	76	91	
query3677469	2795268295	periplasmic mercuric ion binding protein	2791355629	Pseudomonas sp. GP01-A13	1	91	1	91	147	6e-49	91	91	
query3677469	2795276590	periplasmic mercuric ion binding protein	2791355630	Pseudomonas sp. GP01-A15	1	91	1	91	147	7e-49	76	91	
query3677469	2795275344	periplasmic mercuric ion binding protein	2791355630	Pseudomonas sp. GP01-A15	1	91	1	91	147	6e-49	91	91	
query3677469	2795282095	periplasmic mercuric ion binding protein	2791355631	Pseudomonas sp. GP01-A9	1	91	1	91	147	6e-49	91	91	
query3677469	2795279802	periplasmic mercuric ion binding protein	2791355631	Pseudomonas sp. GP01-A9	1	91	1	91	147	7e-49	76	91	
query3677469	2795288880	periplasmic mercuric ion binding protein	2791355632	Pseudomonas sp. GP01-A8	1	91	1	91	147	6e-49	91	91	
query3677469	2795289045	periplasmic mercuric ion binding protein	2791355632	Pseudomonas sp. GP01-A8	1	91	1	91	147	7e-49	76	91	
query3677469	2795297244	periplasmic mercuric ion binding protein	2791355633	Pseudomonas sp. GP01-A1	1	91	1	91	147	7e-49	76	91	
query3677469	2795296069	periplasmic mercuric ion binding protein	2791355633	Pseudomonas sp. GP01-A1	1	91	1	91	147	6e-49	91	91	
query3677469	2816026723	periplasmic mercuric ion binding protein	2814123437	Burkholderia vietnamiensis HI3908	1	91	1	91	147	5e-49	91	91	
query3677469	649633428	periplasmic mercuric ion binding protein	649633086	Pseudomonas fluorescens SBW25	1	91	1	91	147	7e-49	76	91	
query3677469	2520121283	periplasmic mercuric ion binding protein	2519899560	Escherichia coli O111:H8 CVM9634	1	91	1	91	145	4e-48	93	91	
query3677469	2536624480	periplasmic mercuric ion binding protein	2534682109	Escherichia coli 3.488	1	91	1	91	145	4e-48	93	91	
query3677469	2547113499	periplasmic mercuric ion binding protein	2546826727	Shewanella algae BRY	1	91	1	91	145	4e-48	93	91	
query3677469	2550317689	periplasmic mercuric ion binding protein	2548876915	Klebsiella pneumoniae pneumoniae LCT-KP214	1	91	1	91	145	4e-48	93	91	
query3677469	2555199006	periplasmic mercuric ion binding protein	2554235220	Klebsiella pneumoniae LCT-KP182	1	91	1	91	145	4e-48	93	91	
query3677469	2555215039	periplasmic mercuric ion binding protein	2554235223	Klebsiella pneumoniae LCT-KP289	1	91	1	91	145	4e-48	93	91	
query3677469	2559831668	periplasmic mercuric ion binding protein	2558860434	Salmonella enterica enterica sv. Typhimurium 34502	1	91	1	91	145	4e-48	93	91	
query3677469	2559835367	periplasmic mercuric ion binding protein	2558860435	Salmonella enterica enterica sv. Typhimurium 35423	1	91	1	91	145	4e-48	93	91	
query3677469	2562595589	periplasmic mercuric ion binding protein	2561511241	Escherichia coli UMNK88	1	91	1	91	145	4e-48	93	91	
query3677469	2580018917	periplasmic mercuric ion binding protein	2579778559	Salmonella enterica enterica sv. Agona 0322	1	91	1	91	145	3e-48	93	91	
query3677469	2582484616	periplasmic mercuric ion binding protein	2579779146	Salmonella enterica enterica sv. Agona 0292	1	91	1	91	145	4e-48	93	91	
query3677469	2588795675	periplasmic mercuric ion binding protein	2588253806	Salmonella enterica Enterica sv. Heidelberg N26457	1	91	1	91	145	4e-48	93	91	
query3677469	2588829159	periplasmic mercuric ion binding protein	2588253813	Salmonella enterica enterica sv. Heidelberg 21381	1	91	1	91	145	4e-48	93	91	
query3677469	2632593953	periplasmic mercuric ion binding protein	2630968630	Chromobacterium subtsugae F49	1	91	1	91	145	3e-48	93	91	
query3677469	2636896413	periplasmic mercuric ion binding protein	2636415517	Vibrio cholerae 2012EL-2176	1	91	1	91	145	3e-48	93	91	
query3677469	2656573054	periplasmic mercuric ion binding protein	2654588004	Salmonella enterica enterica sv. Typhimurium 33676	1	91	1	91	145	4e-48	93	91	
query3677469	2658208580	periplasmic mercuric ion binding protein	2657245131	Escherichia coli OLC-791	1	91	1	91	145	4e-48	93	91	
query3677469	2659876587	periplasmic mercuric ion binding protein	2657245664	Escherichia coli UMNturkey3	1	91	1	91	145	4e-48	93	91	
query3677469	2661146400	periplasmic mercuric ion binding protein	2660238128	Escherichia coli TTU2014-121AME	1	91	1	91	145	4e-48	93	91	
query3677469	2662664521	periplasmic mercuric ion binding protein	2660238507	Escherichia coli 50822286	1	91	1	91	145	4e-48	93	91	
query3677469	2663100852	periplasmic mercuric ion binding protein	2660238614	Salmonella enterica enterica sv. Typhimurium DT104 613sCH44	1	91	1	91	145	4e-48	93	91	
query3677469	2666977268	periplasmic mercuric ion binding protein	2663763428	Escherichia coli 50739822	1	91	1	91	145	4e-48	93	91	
query3677469	2668670602	periplasmic mercuric ion binding protein	2667527584	Escherichia coli 50639799	1	91	1	91	145	4e-48	93	91	
query3677469	2669409886	periplasmic mercuric ion binding protein	2667527770	Escherichia coli UMNturkey4	1	91	1	91	145	4e-48	93	91	
query3677469	2670323020	periplasmic mercuric ion binding protein	2667527987	Escherichia coli TTU2014-120BME	1	91	1	91	145	4e-48	93	91	
query3677469	2672492984	periplasmic mercuric ion binding protein	2671180367	Klebsiella pneumoniae SY-B2	1	91	1	91	145	4e-48	93	91	
query3677469	2678504546	periplasmic mercuric ion binding protein	2675903580	Escherichia coli TTU2014-148AME	1	91	1	91	145	4e-48	93	91	
query3677469	2684809310	periplasmic mercuric ion binding protein	2684622549	Klebsiella pneumoniae SY-B	1	91	1	91	145	4e-48	93	91	
query3677469	2687657769	periplasmic mercuric ion binding protein	2687453150	Salmonella enterica enterica sv. Anatum USDA-ARS-USMARC-1736	1	91	1	91	145	4e-48	93	91	
query3677469	2689101390	periplasmic mercuric ion binding protein	2687453519	Salmonella enterica enterica sv. Typhimurium USDA-ARS-USMARC-1896	1	91	1	91	145	4e-48	93	91	
query3677469	2689367743	periplasmic mercuric ion binding protein	2687453585	Escherichia coli Ecol_732	1	91	1	91	145	4e-48	93	91	
query3677469	2714216964	periplasmic mercuric ion binding protein	2713896779	Escherichia coli 03-4064	1	91	1	91	145	4e-48	93	91	
query3677469	2715827396	periplasmic mercuric ion binding protein	2713897162	Klebsiella pneumoniae ST147	1	91	1	91	145	4e-48	93	91	
query3677469	2719684478	periplasmic mercuric ion binding protein	2718218001	Klebsiella pneumoniae Kp_Goe_149832	1	91	1	91	145	4e-48	93	91	
query3677469	2719716056	periplasmic mercuric ion binding protein	2718218006	Klebsiella pneumoniae Kp_Goe_152021	1	91	1	91	145	4e-48	93	91	
query3677469	2719721811	periplasmic mercuric ion binding protein	2718218007	Klebsiella pneumoniae Kp_Goe_149473	1	91	1	91	145	4e-48	93	91	
query3677469	2720300919	periplasmic mercuric ion binding protein	2718218149	Klebsiella pneumoniae KP_Goe_828304	1	91	1	91	145	4e-48	93	91	
query3677469	2724137444	periplasmic mercuric ion binding protein	2721755830	Klebsiella pneumoniae Kp_Goe_827026	1	91	1	91	145	4e-48	93	91	
query3677469	2728636266	periplasmic mercuric ion binding protein	2728368973	Chromobacterium violaceum Cv017	1	91	1	91	145	3e-48	93	91	
query3677469	2730235774	periplasmic mercuric ion binding protein	2728369383	Klebsiella pneumoniae Kp_Goe_822579	1	91	1	91	145	4e-48	93	91	
query3677469	2730330915	periplasmic mercuric ion binding protein	2728369405	Klebsiella pneumoniae Kp_Goe_827024	1	91	1	91	145	4e-48	93	91	
query3677469	2737329667	periplasmic mercuric ion binding protein	2734482773	Escherichia coli CVM N38834PS	1	91	1	91	145	4e-48	93	91	
query3677469	2737349663	periplasmic mercuric ion binding protein	2734482777	Escherichia coli CVM N38795PS	1	91	1	91	145	4e-48	93	91	
query3677469	2737925150	periplasmic mercuric ion binding protein	2737471828	Escherichia coli CVM N34352PS	1	91	1	91	145	4e-48	93	91	
query3677469	2737981542	periplasmic mercuric ion binding protein	2737471839	Escherichia coli CVM N33707PS	1	91	1	91	145	4e-48	93	91	
query3677469	2738052012	periplasmic mercuric ion binding protein	2737471853	Escherichia coli CVM N36210PS	1	91	1	91	145	4e-48	93	91	
query3677469	2738110143	periplasmic mercuric ion binding protein	2737471865	Escherichia coli CVM N33653PS	1	91	1	91	145	4e-48	93	91	
query3677469	2743346539	periplasmic mercuric ion binding protein	2740892416	Salmonella enterica enterica sv. Bardo CRJJGF_00099	1	91	1	91	145	4e-48	93	91	
query3677469	2743393316	periplasmic mercuric ion binding protein	2740892425	Aeromonas salmonicida salmonicida 2004-05MF26	1	91	1	91	145	4e-48	93	91	
query3677469	2744609145	periplasmic mercuric ion binding protein	2744054522	Klebsiella pneumoniae OC648	1	91	1	91	145	4e-48	93	91	
query3677469	2744614702	periplasmic mercuric ion binding protein	2744054523	Klebsiella pneumoniae OC511	1	91	1	91	145	4e-48	93	91	
query3677469	2744770253	periplasmic mercuric ion binding protein	2744054558	Chromobacterium sp. F49	1	91	1	91	145	3e-48	93	91	
query3677469	2745218269	periplasmic mercuric ion binding protein	2744054669	Salmonella enterica enterica sv. Heidelberg 163	1	91	1	91	145	4e-48	93	91	
query3677469	2746113310	periplasmic mercuric ion binding protein	2744054905	Salmonella enterica CU013109	1	91	1	91	145	4e-48	93	91	
query3677469	2778777665	periplasmic mercuric ion binding protein	2778261069	Escherichia albertii MOD1-EC1723	1	91	1	91	145	4e-48	93	91	
query3677469	2779216824	periplasmic mercuric ion binding protein	2778261192	Klebsiella pneumoniae WCHKP8D7	1	91	1	91	145	4e-48	93	91	
query3677469	2779243775	periplasmic mercuric ion binding protein	2778261197	Klebsiella pneumoniae WCHKP13F4	1	91	1	91	145	4e-48	93	91	
query3677469	2779669874	periplasmic mercuric ion binding protein	2778261315	Escherichia coli MOD1-EC5982	1	91	1	91	145	4e-48	93	91	
query3677469	2780849844	periplasmic mercuric ion binding protein	2778261641	Escherichia coli MOD1-EC6519	1	91	1	91	145	4e-48	93	91	
query3677469	2814088990	periplasmic mercuric ion binding protein	2811995367	Edwardsiella piscicida ETW41	1	91	1	91	145	3e-48	93	91	
query3677469	2844064631	periplasmic mercuric ion binding protein	2844059735	Aeromonas hydrophila 23-C-23	1	91	1	91	145	4e-48	93	91	
query3677469	2847850322	periplasmic mercuric ion binding protein	2847845980	Aeromonas hydrophila WCX23	1	91	1	91	145	3e-48	93	91	
query3677469	2849012773	periplasmic mercuric ion binding protein	2849008052	Shewanella algae KC-Na-R1	1	91	1	91	145	4e-48	93	91	
query3677469	2850577966	periplasmic mercuric ion binding protein	2850576466	Salmonella enterica enterica sv. Dublin USMARC-69838	1	91	1	91	145	4e-48	93	91	
query3677469	2851003272	periplasmic mercuric ion binding protein	2850998136	Citrobacter freundii ERS2650695	1	91	1	91	145	4e-48	93	91	
query3677469	2851436987	periplasmic mercuric ion binding protein	2851431590	Klebsiella pneumoniae INF278	1	91	1	91	145	4e-48	93	91	
query3677469	2851442735	periplasmic mercuric ion binding protein	2851437328	Klebsiella pneumoniae INF163	1	91	1	91	145	4e-48	93	91	
query3677469	2852070712	periplasmic mercuric ion binding protein	2852067712	Edwardsiella piscicida JF1411	1	91	1	91	145	3e-48	93	91	
query3677469	2858335652	periplasmic mercuric ion binding protein	2858333323	Proteus mirabilis PM005	1	91	1	91	145	3e-48	93	91	
query3677469	2860595280	periplasmic mercuric ion binding protein	2860589870	Klebsiella pneumoniae INF274	1	91	1	91	145	4e-48	93	91	
query3677469	642572463	periplasmic mercuric ion binding protein	642555157	Salmonella enterica sv. Newport SL254	1	91	1	91	145	4e-48	93	91	
query3677469	645049595	periplasmic mercuric ion binding protein	645047325	Escherichia coli AR060302 plasmid pAR060302	1	91	1	91	145	1e-49	93	91	
query3677469	645049406	periplasmic mercuric ion binding protein	645047334	Escherichia coli H4H plasmid peH4H	1	91	1	91	145	1e-49	93	91	
query3677469	645049774	periplasmic mercuric ion binding protein	645047375	Salmonella enterica AM04528 plasmid pAM04528	1	91	1	91	145	1e-49	93	91	
query3677469	648541645	periplasmic mercuric ion binding protein	648276656	Escherichia coli MS 182-1	1	91	1	91	145	4e-48	93	91	
query3677469	2571829008	periplasmic mercuric ion binding protein	2571042232	Pseudomonas putida OUS82	1	91	1	92	144	1e-47	76	92	
query3677469	2633880520	periplasmic mercuric ion binding protein	2630968946	Ralstonia mannitolilytica SN82F48	1	91	1	91	144	9e-48	93	91	
query3677469	2633880469	periplasmic mercuric ion binding protein	2630968946	Ralstonia mannitolilytica SN82F48	1	91	1	91	144	9e-48	93	91	
query3677469	2666486537	periplasmic mercuric ion binding protein	2663763303	Pseudomonas sp. NBRC 111142	1	91	1	92	144	1e-47	76	92	
query3677469	2534459645	periplasmic mercuric ion binding protein	2531839682	Burkholderia sp. SJ98	1	91	1	91	140	7e-46	74	91	
query3677469	2566529973	periplasmic mercuric ion binding protein	2565956640	Acinetobacter bereziniae Brisou 64, LMG 1003	1	91	1	91	139	1e-45	84	91	
query3677469	2579668920	periplasmic mercuric ion binding protein	2576861805	Caballeronia jiangsuensis MP-1	1	91	1	91	139	1e-45	75	91	
query3677469	2702014809	periplasmic mercuric ion binding protein	2700989281	Acinetobacter sp. NBRC 110496	1	91	1	91	139	1e-45	84	91	
query3677469	2793709969	periplasmic mercuric ion binding protein	2791355346	Burkholderia aenigmatica AU17325	1	91	1	91	139	2e-45	84	91	
query3677469	2816026731	periplasmic mercuric ion binding protein	2814123437	Burkholderia vietnamiensis HI3908	1	91	1	91	139	2e-45	84	91	
query3677469	640817202	periplasmic mercuric ion binding protein	640753030	Janthinobacterium sp. Marseille	1	91	1	91	139	1e-45	84	91	
query3677469	2510641067	periplasmic mercuric ion binding protein	2510461033	Pseudomonas aeruginosa Gessard, ATCC 262	17	91	1	75	137	7e-45	91	75	
query3677469	2541854302	periplasmic mercuric ion binding protein	2541047103	Pseudomonas sp. CFT9	1	91	1	92	136	2e-44	74	92	
query3677469	2721394803	periplasmic mercuric ion binding protein	2718218421	Pseudomonas azotoformans S4	1	91	1	92	136	1e-44	73	92	
query3677469	2805062296	periplasmic mercuric ion binding protein	2802429336	Moraxella osloensis NP7	1	91	1	91	136	7e-45	70	91	
query3677469	2841268846	periplasmic mercuric ion binding protein	2841268274	Moraxella osloensis MOXF1	1	91	1	91	136	7e-45	70	91	
query3677469	2522340264	periplasmic mercuric ion binding protein	2522125097	Rhodanobacter sp. OR444	1	91	1	94	135	2e-44	73	96	
query3677469	2618423693	periplasmic mercuric ion binding protein	2617271008	Burkholderia gladioli ATCC 25417	1	91	1	91	135	7e-44	71	91	
query3677469	2647653758	periplasmic mercuric ion binding protein	2645727942	Comamonas thiooxydans DF2	18	91	1	74	135	2e-44	91	74	
query3677469	2648569112	periplasmic mercuric ion binding protein	2648501116	Aquamicrobium sp. SK-2	1	91	1	91	135	8e-44	93	91	
query3677469	2788916237	periplasmic mercuric ion binding protein	2788499891	Sutterellaceae bacterium ARS112	1	91	1	91	134	8e-44	93	91	
query3677469	2510630951	periplasmic mercuric ion binding protein	2510461031	Pseudomonas aeruginosa LC IV, ATCC 260	1	91	1	91	133	2e-43	91	91	
query3677469	2510646085	periplasmic mercuric ion binding protein	2510461033	Pseudomonas aeruginosa Gessard, ATCC 262	1	91	1	91	133	2e-43	91	91	
query3677469	2510653854	periplasmic mercuric ion binding protein	2510461034	Pseudomonas aeruginosa R. Hugh 813, ATCC 97	1	91	1	91	133	2e-43	91	91	
query3677469	2520141660	periplasmic mercuric ion binding protein	2519899563	Escherichia coli O111 CVM9455	21	91	15	85	133	2e-43	93	85	
query3677469	2578640335	periplasmic mercuric ion binding protein	2576861519	Enterobacter sp. MGH 7	1	91	1	91	133	2e-43	91	91	
query3677469	2581405066	periplasmic mercuric ion binding protein	2579778887	Pseudomonas aeruginosa BWHPSA037	1	91	1	91	133	3e-43	91	91	
query3677469	2631456331	periplasmic mercuric ion binding protein	2630968351	Pseudomonas fluorescens AU2989	1	91	1	91	133	2e-43	91	91	
query3677469	2641575327	periplasmic mercuric ion binding protein	2639762996	Pseudomonas aeruginosa O400	1	91	1	91	133	2e-43	91	91	
query3677469	2648214553	periplasmic mercuric ion binding protein	2645728076	Enterobacter hormaechei BIDMC 33A	1	91	1	91	133	2e-43	91	91	
query3677469	2657830947	periplasmic mercuric ion binding protein	2657245036	Enterobacter hormaechei MNCRE41	1	91	1	91	133	2e-43	91	91	
query3677469	2660726078	periplasmic mercuric ion binding protein	2660238024	Escherichia coli MNCRE22	1	91	1	91	133	2e-43	91	91	
query3677469	2660908281	periplasmic mercuric ion binding protein	2660238069	Enterobacter hormaechei MNCRE23	1	91	1	91	133	2e-43	91	91	
query3677469	2661419214	periplasmic mercuric ion binding protein	2660238203	Pseudomonas sp. NBRC 111127	1	91	1	91	133	2e-43	91	91	
query3677469	2661466681	periplasmic mercuric ion binding protein	2660238213	Enterobacter hormaechei MNCRE19	1	91	1	91	133	2e-43	91	91	
query3677469	2661766448	periplasmic mercuric ion binding protein	2660238286	Enterobacter hormaechei MNCRE48	1	91	1	91	133	2e-43	91	91	
query3677469	2662780639	periplasmic mercuric ion binding protein	2660238535	Enterobacter hormaechei MNCRE52	1	91	1	91	133	2e-43	91	91	
query3677469	2662882915	periplasmic mercuric ion binding protein	2660238562	Enterobacter hormaechei MNCRE83	1	91	1	91	133	2e-43	91	91	
query3677469	2663004716	periplasmic mercuric ion binding protein	2660238592	Enterobacter hormaechei MNCRE35	1	91	1	91	133	2e-43	91	91	
query3677469	2663045240	periplasmic mercuric ion binding protein	2660238602	Enterobacter hormaechei MNCRE42	1	91	1	91	133	2e-43	91	91	
query3677469	2663087180	periplasmic mercuric ion binding protein	2660238611	Enterobacter hormaechei MNCRE86	1	91	1	91	133	2e-43	91	91	
query3677469	2663314575	periplasmic mercuric ion binding protein	2660238670	Enterobacter hormaechei MNCRE84	1	91	1	91	133	2e-43	91	91	
