Query Sequence Name	Gene ID	Gene Name	Genome ID	Genome Name	Query Start Coord	Query End Coord	Subject Start Coord	Subject End Coord	Bit Score	E-value	Identities	Subject Length	
query3651546	2716249619	periplasmic mercuric ion binding protein	2713897252	Pseudomonas syringae pv. atrofaciens ICMP 4394	1	91	1	91	145	3e-48	76	91	
query3651546	2788699292	periplasmic mercuric ion binding protein	2788499840	Pseudomonas synxantha finPsuedoS	1	91	1	91	145	3e-48	76	91	
query3651546	2794850746	periplasmic mercuric ion binding protein	2791355562	Pseudomonas sp. GP01-A3	1	91	1	91	145	4e-48	76	91	
query3651546	2794854791	periplasmic mercuric ion binding protein	2791355563	Pseudomonas sp. GP01-A14	1	91	1	91	145	4e-48	76	91	
query3651546	2794864525	periplasmic mercuric ion binding protein	2791355564	Pseudomonas sp. GP01-A6	1	91	1	91	145	4e-48	76	91	
query3651546	2795010181	periplasmic mercuric ion binding protein	2791355588	Pseudomonas sp. FW215-L2	1	91	1	91	145	3e-48	76	91	
query3651546	2795234828	periplasmic mercuric ion binding protein	2791355624	Pseudomonas sp. GP01-A4	1	91	1	91	145	4e-48	76	91	
query3651546	2795240970	periplasmic mercuric ion binding protein	2791355625	Pseudomonas sp. GP01-A11	1	91	1	91	145	4e-48	76	91	
query3651546	2795259547	periplasmic mercuric ion binding protein	2791355628	Pseudomonas sp. GP01-A5	1	91	1	91	145	4e-48	76	91	
query3651546	2795266258	periplasmic mercuric ion binding protein	2791355629	Pseudomonas sp. GP01-A13	1	91	1	91	145	4e-48	76	91	
query3651546	2795276590	periplasmic mercuric ion binding protein	2791355630	Pseudomonas sp. GP01-A15	1	91	1	91	145	4e-48	76	91	
query3651546	2795279802	periplasmic mercuric ion binding protein	2791355631	Pseudomonas sp. GP01-A9	1	91	1	91	145	4e-48	76	91	
query3651546	2795289045	periplasmic mercuric ion binding protein	2791355632	Pseudomonas sp. GP01-A8	1	91	1	91	145	4e-48	76	91	
query3651546	2795297244	periplasmic mercuric ion binding protein	2791355633	Pseudomonas sp. GP01-A1	1	91	1	91	145	4e-48	76	91	
query3651546	649633428	periplasmic mercuric ion binding protein	649633086	Pseudomonas fluorescens SBW25	1	91	1	91	145	3e-48	76	91	
query3651546	2571829008	periplasmic mercuric ion binding protein	2571042232	Pseudomonas putida OUS82	1	91	1	92	144	1e-47	79	92	
query3651546	2666486537	periplasmic mercuric ion binding protein	2663763303	Pseudomonas sp. NBRC 111142	1	91	1	92	144	1e-47	79	92	
query3651546	2534459645	periplasmic mercuric ion binding protein	2531839682	Burkholderia sp. SJ98	1	91	1	91	141	1e-46	76	91	
query3651546	2579668920	periplasmic mercuric ion binding protein	2576861805	Caballeronia jiangsuensis MP-1	1	91	1	91	140	4e-46	77	91	
query3651546	2583247735	periplasmic mercuric ion binding protein	2582580763	Burkholderia cenocepacia S2AES	1	91	1	91	140	5e-46	89	91	
query3651546	2510626485	periplasmic mercuric ion binding protein	2510461031	Pseudomonas aeruginosa LC IV, ATCC 260	1	91	1	91	139	1e-45	86	91	
query3651546	2510648038	periplasmic mercuric ion binding protein	2510461034	Pseudomonas aeruginosa R. Hugh 813, ATCC 97	1	91	1	91	139	1e-45	86	91	
query3651546	2659673808	periplasmic mercuric ion binding protein	2657245614	Pseudomonas sp. NBRC 111118	1	91	1	91	139	1e-45	86	91	
query3651546	2661419879	periplasmic mercuric ion binding protein	2660238203	Pseudomonas sp. NBRC 111127	1	91	1	91	139	9e-46	86	91	
query3651546	2666129965	periplasmic mercuric ion binding protein	2663763218	Pseudomonas coronafaciens LMG 5060	1	91	1	91	139	8e-46	86	91	
query3651546	2666489546	periplasmic mercuric ion binding protein	2663763303	Pseudomonas sp. NBRC 111142	1	91	1	91	139	1e-45	86	91	
query3651546	2667580029	periplasmic mercuric ion binding protein	2667527211	Pseudomonas abietaniphila LMG 20220	1	91	1	91	139	1e-45	86	91	
query3651546	2721394803	periplasmic mercuric ion binding protein	2718218421	Pseudomonas azotoformans S4	1	91	1	92	139	2e-45	76	92	
query3651546	2729285046	periplasmic mercuric ion binding protein	2728369127	Pseudomonas sp. ABFPK	1	91	1	91	139	9e-46	86	91	
query3651546	2745187316	periplasmic mercuric ion binding protein	2744054662	Pseudomonas monteilii CD10_2	1	91	1	91	139	1e-45	86	91	
query3651546	2794725857	periplasmic mercuric ion binding protein	2791355541	Pseudomonas sp. MPR-R5A	1	91	1	91	139	1e-45	86	91	
query3651546	2794783354	periplasmic mercuric ion binding protein	2791355551	Pseudomonas sp. MPR-R5B	1	91	1	91	139	1e-45	86	91	
query3651546	2794849380	periplasmic mercuric ion binding protein	2791355562	Pseudomonas sp. GP01-A3	1	91	1	91	139	1e-45	86	91	
query3651546	2794854619	periplasmic mercuric ion binding protein	2791355563	Pseudomonas sp. GP01-A14	1	91	1	91	139	1e-45	86	91	
query3651546	2794863600	periplasmic mercuric ion binding protein	2791355564	Pseudomonas sp. GP01-A6	1	91	1	91	139	1e-45	86	91	
query3651546	2795011113	periplasmic mercuric ion binding protein	2791355588	Pseudomonas sp. FW215-L2	1	91	1	91	139	1e-45	86	91	
query3651546	2795097648	periplasmic mercuric ion binding protein	2791355603	Pseudomonas sp. MPBC4-3	1	91	1	91	139	1e-45	86	91	
query3651546	2795236700	periplasmic mercuric ion binding protein	2791355624	Pseudomonas sp. GP01-A4	1	91	1	91	139	1e-45	86	91	
query3651546	2795243248	periplasmic mercuric ion binding protein	2791355625	Pseudomonas sp. GP01-A11	1	91	1	91	139	1e-45	86	91	
query3651546	2795262765	periplasmic mercuric ion binding protein	2791355628	Pseudomonas sp. GP01-A5	1	91	1	91	139	1e-45	86	91	
query3651546	2795268295	periplasmic mercuric ion binding protein	2791355629	Pseudomonas sp. GP01-A13	1	91	1	91	139	1e-45	86	91	
query3651546	2795275344	periplasmic mercuric ion binding protein	2791355630	Pseudomonas sp. GP01-A15	1	91	1	91	139	1e-45	86	91	
query3651546	2795282095	periplasmic mercuric ion binding protein	2791355631	Pseudomonas sp. GP01-A9	1	91	1	91	139	1e-45	86	91	
query3651546	2795288880	periplasmic mercuric ion binding protein	2791355632	Pseudomonas sp. GP01-A8	1	91	1	91	139	1e-45	86	91	
query3651546	2795296069	periplasmic mercuric ion binding protein	2791355633	Pseudomonas sp. GP01-A1	1	91	1	91	139	1e-45	86	91	
query3651546	2805062296	periplasmic mercuric ion binding protein	2802429336	Moraxella osloensis NP7	1	91	1	91	139	4e-46	74	91	
query3651546	2816026723	periplasmic mercuric ion binding protein	2814123437	Burkholderia vietnamiensis HI3908	1	91	1	91	139	9e-46	86	91	
query3651546	2841268846	periplasmic mercuric ion binding protein	2841268274	Moraxella osloensis MOXF1	1	91	1	91	139	5e-46	74	91	
query3651546	2541854302	periplasmic mercuric ion binding protein	2541047103	Pseudomonas sp. CFT9	1	91	1	92	138	2e-45	77	92	
query3651546	2566529973	periplasmic mercuric ion binding protein	2565956640	Acinetobacter bereziniae Brisou 64, LMG 1003	1	91	1	91	138	2e-45	84	91	
query3651546	2618423693	periplasmic mercuric ion binding protein	2617271008	Burkholderia gladioli ATCC 25417	1	91	1	91	138	5e-45	74	91	
query3651546	2620948084	periplasmic mercuric ion binding protein	2619619206	Herbaspirillum sp. RV1423	1	91	1	91	138	3e-45	89	91	
query3651546	2633880520	periplasmic mercuric ion binding protein	2630968946	Ralstonia mannitolilytica SN82F48	1	91	1	91	138	2e-45	88	91	
query3651546	2633880469	periplasmic mercuric ion binding protein	2630968946	Ralstonia mannitolilytica SN82F48	1	91	1	91	138	2e-45	88	91	
query3651546	2702014809	periplasmic mercuric ion binding protein	2700989281	Acinetobacter sp. NBRC 110496	1	91	1	91	138	2e-45	84	91	
query3651546	2793709969	periplasmic mercuric ion binding protein	2791355346	Burkholderia aenigmatica AU17325	1	91	1	91	138	4e-45	84	91	
query3651546	2816026731	periplasmic mercuric ion binding protein	2814123437	Burkholderia vietnamiensis HI3908	1	91	1	91	138	3e-45	84	91	
query3651546	640817202	periplasmic mercuric ion binding protein	640753030	Janthinobacterium sp. Marseille	1	91	1	91	138	2e-45	84	91	
query3651546	2520121283	periplasmic mercuric ion binding protein	2519899560	Escherichia coli O111:H8 CVM9634	1	91	1	91	136	1e-44	87	91	
query3651546	2536624480	periplasmic mercuric ion binding protein	2534682109	Escherichia coli 3.488	1	91	1	91	136	1e-44	87	91	
query3651546	2547113499	periplasmic mercuric ion binding protein	2546826727	Shewanella algae BRY	1	91	1	91	136	1e-44	87	91	
query3651546	2550317689	periplasmic mercuric ion binding protein	2548876915	Klebsiella pneumoniae pneumoniae LCT-KP214	1	91	1	91	136	1e-44	87	91	
query3651546	2555199006	periplasmic mercuric ion binding protein	2554235220	Klebsiella pneumoniae LCT-KP182	1	91	1	91	136	1e-44	87	91	
query3651546	2555215039	periplasmic mercuric ion binding protein	2554235223	Klebsiella pneumoniae LCT-KP289	1	91	1	91	136	1e-44	87	91	
query3651546	2559831668	periplasmic mercuric ion binding protein	2558860434	Salmonella enterica enterica sv. Typhimurium 34502	1	91	1	91	136	1e-44	87	91	
query3651546	2559835367	periplasmic mercuric ion binding protein	2558860435	Salmonella enterica enterica sv. Typhimurium 35423	1	91	1	91	136	1e-44	87	91	
query3651546	2562595589	periplasmic mercuric ion binding protein	2561511241	Escherichia coli UMNK88	1	91	1	91	136	1e-44	87	91	
query3651546	2580018917	periplasmic mercuric ion binding protein	2579778559	Salmonella enterica enterica sv. Agona 0322	1	91	1	91	136	1e-44	87	91	
query3651546	2582484616	periplasmic mercuric ion binding protein	2579779146	Salmonella enterica enterica sv. Agona 0292	1	91	1	91	136	1e-44	87	91	
query3651546	2588795675	periplasmic mercuric ion binding protein	2588253806	Salmonella enterica Enterica sv. Heidelberg N26457	1	91	1	91	136	1e-44	87	91	
query3651546	2588829159	periplasmic mercuric ion binding protein	2588253813	Salmonella enterica enterica sv. Heidelberg 21381	1	91	1	91	136	1e-44	87	91	
query3651546	2632593953	periplasmic mercuric ion binding protein	2630968630	Chromobacterium subtsugae F49	1	91	1	91	136	1e-44	87	91	
query3651546	2636896413	periplasmic mercuric ion binding protein	2636415517	Vibrio cholerae 2012EL-2176	1	91	1	91	136	9e-45	87	91	
query3651546	2656573054	periplasmic mercuric ion binding protein	2654588004	Salmonella enterica enterica sv. Typhimurium 33676	1	91	1	91	136	1e-44	87	91	
query3651546	2658208580	periplasmic mercuric ion binding protein	2657245131	Escherichia coli OLC-791	1	91	1	91	136	1e-44	87	91	
query3651546	2659876587	periplasmic mercuric ion binding protein	2657245664	Escherichia coli UMNturkey3	1	91	1	91	136	1e-44	87	91	
query3651546	2661146400	periplasmic mercuric ion binding protein	2660238128	Escherichia coli TTU2014-121AME	1	91	1	91	136	1e-44	87	91	
query3651546	2662664521	periplasmic mercuric ion binding protein	2660238507	Escherichia coli 50822286	1	91	1	91	136	1e-44	87	91	
query3651546	2663100852	periplasmic mercuric ion binding protein	2660238614	Salmonella enterica enterica sv. Typhimurium DT104 613sCH44	1	91	1	91	136	1e-44	87	91	
query3651546	2666977268	periplasmic mercuric ion binding protein	2663763428	Escherichia coli 50739822	1	91	1	91	136	1e-44	87	91	
query3651546	2668670602	periplasmic mercuric ion binding protein	2667527584	Escherichia coli 50639799	1	91	1	91	136	1e-44	87	91	
query3651546	2669409886	periplasmic mercuric ion binding protein	2667527770	Escherichia coli UMNturkey4	1	91	1	91	136	1e-44	87	91	
query3651546	2670323020	periplasmic mercuric ion binding protein	2667527987	Escherichia coli TTU2014-120BME	1	91	1	91	136	1e-44	87	91	
query3651546	2672492984	periplasmic mercuric ion binding protein	2671180367	Klebsiella pneumoniae SY-B2	1	91	1	91	136	1e-44	87	91	
query3651546	2678504546	periplasmic mercuric ion binding protein	2675903580	Escherichia coli TTU2014-148AME	1	91	1	91	136	1e-44	87	91	
query3651546	2684809310	periplasmic mercuric ion binding protein	2684622549	Klebsiella pneumoniae SY-B	1	91	1	91	136	1e-44	87	91	
query3651546	2687657769	periplasmic mercuric ion binding protein	2687453150	Salmonella enterica enterica sv. Anatum USDA-ARS-USMARC-1736	1	91	1	91	136	1e-44	87	91	
query3651546	2689101390	periplasmic mercuric ion binding protein	2687453519	Salmonella enterica enterica sv. Typhimurium USDA-ARS-USMARC-1896	1	91	1	91	136	1e-44	87	91	
query3651546	2689367743	periplasmic mercuric ion binding protein	2687453585	Escherichia coli Ecol_732	1	91	1	91	136	1e-44	87	91	
query3651546	2714216964	periplasmic mercuric ion binding protein	2713896779	Escherichia coli 03-4064	1	91	1	91	136	1e-44	87	91	
query3651546	2715827396	periplasmic mercuric ion binding protein	2713897162	Klebsiella pneumoniae ST147	1	91	1	91	136	1e-44	87	91	
query3651546	2719684478	periplasmic mercuric ion binding protein	2718218001	Klebsiella pneumoniae Kp_Goe_149832	1	91	1	91	136	1e-44	87	91	
query3651546	2719716056	periplasmic mercuric ion binding protein	2718218006	Klebsiella pneumoniae Kp_Goe_152021	1	91	1	91	136	1e-44	87	91	
query3651546	2719721811	periplasmic mercuric ion binding protein	2718218007	Klebsiella pneumoniae Kp_Goe_149473	1	91	1	91	136	1e-44	87	91	
query3651546	2720300919	periplasmic mercuric ion binding protein	2718218149	Klebsiella pneumoniae KP_Goe_828304	1	91	1	91	136	1e-44	87	91	
query3651546	2724137444	periplasmic mercuric ion binding protein	2721755830	Klebsiella pneumoniae Kp_Goe_827026	1	91	1	91	136	1e-44	87	91	
query3651546	2728636266	periplasmic mercuric ion binding protein	2728368973	Chromobacterium violaceum Cv017	1	91	1	91	136	1e-44	87	91	
query3651546	2730235774	periplasmic mercuric ion binding protein	2728369383	Klebsiella pneumoniae Kp_Goe_822579	1	91	1	91	136	1e-44	87	91	
query3651546	2730330915	periplasmic mercuric ion binding protein	2728369405	Klebsiella pneumoniae Kp_Goe_827024	1	91	1	91	136	1e-44	87	91	
query3651546	2737329667	periplasmic mercuric ion binding protein	2734482773	Escherichia coli CVM N38834PS	1	91	1	91	136	1e-44	87	91	
query3651546	2737349663	periplasmic mercuric ion binding protein	2734482777	Escherichia coli CVM N38795PS	1	91	1	91	136	1e-44	87	91	
query3651546	2737925150	periplasmic mercuric ion binding protein	2737471828	Escherichia coli CVM N34352PS	1	91	1	91	136	1e-44	87	91	
query3651546	2737981542	periplasmic mercuric ion binding protein	2737471839	Escherichia coli CVM N33707PS	1	91	1	91	136	1e-44	87	91	
query3651546	2738052012	periplasmic mercuric ion binding protein	2737471853	Escherichia coli CVM N36210PS	1	91	1	91	136	1e-44	87	91	
query3651546	2738110143	periplasmic mercuric ion binding protein	2737471865	Escherichia coli CVM N33653PS	1	91	1	91	136	1e-44	87	91	
query3651546	2743346539	periplasmic mercuric ion binding protein	2740892416	Salmonella enterica enterica sv. Bardo CRJJGF_00099	1	91	1	91	136	1e-44	87	91	
query3651546	2743393316	periplasmic mercuric ion binding protein	2740892425	Aeromonas salmonicida salmonicida 2004-05MF26	1	91	1	91	136	1e-44	87	91	
query3651546	2744609145	periplasmic mercuric ion binding protein	2744054522	Klebsiella pneumoniae OC648	1	91	1	91	136	1e-44	87	91	
query3651546	2744614702	periplasmic mercuric ion binding protein	2744054523	Klebsiella pneumoniae OC511	1	91	1	91	136	1e-44	87	91	
query3651546	2744770253	periplasmic mercuric ion binding protein	2744054558	Chromobacterium sp. F49	1	91	1	91	136	1e-44	87	91	
query3651546	2745218269	periplasmic mercuric ion binding protein	2744054669	Salmonella enterica enterica sv. Heidelberg 163	1	91	1	91	136	1e-44	87	91	
query3651546	2746113310	periplasmic mercuric ion binding protein	2744054905	Salmonella enterica CU013109	1	91	1	91	136	1e-44	87	91	
query3651546	2778777665	periplasmic mercuric ion binding protein	2778261069	Escherichia albertii MOD1-EC1723	1	91	1	91	136	1e-44	87	91	
query3651546	2779216824	periplasmic mercuric ion binding protein	2778261192	Klebsiella pneumoniae WCHKP8D7	1	91	1	91	136	1e-44	87	91	
query3651546	2779243775	periplasmic mercuric ion binding protein	2778261197	Klebsiella pneumoniae WCHKP13F4	1	91	1	91	136	1e-44	87	91	
query3651546	2779669874	periplasmic mercuric ion binding protein	2778261315	Escherichia coli MOD1-EC5982	1	91	1	91	136	1e-44	87	91	
query3651546	2780849844	periplasmic mercuric ion binding protein	2778261641	Escherichia coli MOD1-EC6519	1	91	1	91	136	1e-44	87	91	
query3651546	2814088990	periplasmic mercuric ion binding protein	2811995367	Edwardsiella piscicida ETW41	1	91	1	91	136	8e-45	87	91	
query3651546	2844064631	periplasmic mercuric ion binding protein	2844059735	Aeromonas hydrophila 23-C-23	1	91	1	91	136	1e-44	87	91	
query3651546	2847850322	periplasmic mercuric ion binding protein	2847845980	Aeromonas hydrophila WCX23	1	91	1	91	136	9e-45	87	91	
query3651546	2849012773	periplasmic mercuric ion binding protein	2849008052	Shewanella algae KC-Na-R1	1	91	1	91	136	1e-44	87	91	
query3651546	2850577966	periplasmic mercuric ion binding protein	2850576466	Salmonella enterica enterica sv. Dublin USMARC-69838	1	91	1	91	136	1e-44	87	91	
query3651546	2851003272	periplasmic mercuric ion binding protein	2850998136	Citrobacter freundii ERS2650695	1	91	1	91	136	1e-44	87	91	
query3651546	2851436987	periplasmic mercuric ion binding protein	2851431590	Klebsiella pneumoniae INF278	1	91	1	91	136	1e-44	87	91	
query3651546	2851442735	periplasmic mercuric ion binding protein	2851437328	Klebsiella pneumoniae INF163	1	91	1	91	136	1e-44	87	91	
query3651546	2852070712	periplasmic mercuric ion binding protein	2852067712	Edwardsiella piscicida JF1411	1	91	1	91	136	8e-45	87	91	
query3651546	2858335652	periplasmic mercuric ion binding protein	2858333323	Proteus mirabilis PM005	1	91	1	91	136	9e-45	87	91	
query3651546	2860595280	periplasmic mercuric ion binding protein	2860589870	Klebsiella pneumoniae INF274	1	91	1	91	136	1e-44	87	91	
query3651546	642572463	periplasmic mercuric ion binding protein	642555157	Salmonella enterica sv. Newport SL254	1	91	1	91	136	1e-44	87	91	
query3651546	645049595	periplasmic mercuric ion binding protein	645047325	Escherichia coli AR060302 plasmid pAR060302	1	91	1	91	136	4e-46	87	91	
query3651546	645049406	periplasmic mercuric ion binding protein	645047334	Escherichia coli H4H plasmid peH4H	1	91	1	91	136	3e-46	87	91	
query3651546	645049774	periplasmic mercuric ion binding protein	645047375	Salmonella enterica AM04528 plasmid pAM04528	1	91	1	91	136	3e-46	87	91	
query3651546	648541645	periplasmic mercuric ion binding protein	648276656	Escherichia coli MS 182-1	1	91	1	91	136	1e-44	87	91	
query3651546	2522340264	periplasmic mercuric ion binding protein	2522125097	Rhodanobacter sp. OR444	1	91	1	94	135	2e-44	74	96	
query3651546	2549717718	periplasmic mercuric ion binding protein	2548876758	Pseudomonas aeruginosa NCMG1179	1	91	1	91	134	1e-43	90	91	
query3651546	2562783401	periplasmic mercuric ion binding protein	2562617043	Pseudomonas sp. EGD-AK9	1	91	1	91	134	7e-44	90	91	
query3651546	2577538242	periplasmic mercuric ion binding protein	2576861188	Enterobacter asburiae UCI 49	1	91	1	91	134	7e-44	90	91	
query3651546	2590840772	periplasmic mercuric ion binding protein	2590828102	beta proteobacterium FWI2	1	91	1	91	134	1e-43	90	91	
query3651546	2633881834	periplasmic mercuric ion binding protein	2630968946	Ralstonia mannitolilytica SN82F48	1	91	1	91	134	8e-44	90	91	
query3651546	2661417556	periplasmic mercuric ion binding protein	2660238203	Pseudomonas sp. NBRC 111127	1	91	1	91	134	9e-44	90	91	
query3651546	2667502548	periplasmic mercuric ion binding protein	2663763601	Pseudomonas psychrotolerans LMG 21977	1	91	1	91	134	9e-44	90	91	
query3651546	2667503085	periplasmic mercuric ion binding protein	2663763601	Pseudomonas psychrotolerans LMG 21977	1	91	1	91	134	9e-44	90	91	
query3651546	2699273516	periplasmic mercuric ion binding protein	2698536479	Enterobacter kobei ST54:941713674	1	91	1	91	134	8e-44	90	91	
query3651546	2699274252	periplasmic mercuric ion binding protein	2698536479	Enterobacter kobei ST54:941713674	1	91	1	91	134	8e-44	90	91	
query3651546	2699273833	periplasmic mercuric ion binding protein	2698536479	Enterobacter kobei ST54:941713674	1	91	1	91	134	8e-44	90	91	
query3651546	2704060950	periplasmic mercuric ion binding protein	2703718695	Enterobacter asburiae ST252:950126202	1	91	1	91	134	2e-43	90	91	
query3651546	2720721732	periplasmic mercuric ion binding protein	2718218255	Klebsiella sp. LTGPAF-6F	1	91	1	91	134	1e-43	90	91	
query3651546	2736092208	periplasmic mercuric ion binding protein	2734482401	Pseudomonas aeruginosa RW88	1	91	1	91	134	1e-43	90	91	
query3651546	2743196724	periplasmic mercuric ion binding protein	2740892368	Cupriavidus metallidurans NE12	1	91	1	91	134	1e-43	90	91	
query3651546	2839308708	periplasmic mercuric ion binding protein	2839303116	Variovorax sp. JS1663	1	91	1	91	134	1e-43	90	91	
query3651546	2847530839	periplasmic mercuric ion binding protein	2847528547	Stenotrophomonas maltophilia SJTH1	1	91	1	91	134	8e-44	90	91	
query3651546	2870322652	periplasmic mercuric ion binding protein	2870319472	Pseudomonas aeruginosa PASGNDM345	1	91	1	91	134	1e-43	90	91	
query3651546	2870334704	periplasmic mercuric ion binding protein	2870331525	Pseudomonas aeruginosa PASGNDM699	1	91	1	91	134	1e-43	90	91	
query3651546	641622134	periplasmic mercuric ion binding protein	641522646	Pseudomonas putida W619	1	91	1	91	134	9e-44	90	91	
query3651546	2741231098	periplasmic mercuric ion binding protein	2740891879	Caballeronia udeis ES_PA-B7	1	91	1	91	133	4e-43	77	91	
query3651546	2844113640	periplasmic mercuric ion binding protein	2844110416	Herbaspirillum sp. VT-16-41	1	91	1	91	132	5e-43	84	91	
query3651546	2570642442	periplasmic mercuric ion binding protein	2568526636	Methylibium sp. T29-B	1	91	1	91	130	3e-42	74	91	
query3651546	2579199270	periplasmic mercuric ion binding protein	2576861680	Methylibium sp. T29	1	91	1	91	130	3e-42	74	91	
query3651546	2778740943	periplasmic mercuric ion binding protein	2778261061	Pusillimonas sp. EAC49	21	91	21	91	130	3e-42	90	91	
query3651546	2718474440	periplasmic mercuric ion binding protein	2718217687	Novosphingobium kunmingense CGMCC 1.12274	1	91	1	92	129	8e-42	70	92	
query3651546	2746761235	periplasmic mercuric ion binding protein	2744055058	Caballeronia udeis ES_FE-B12	1	90	1	90	129	1e-41	77	91	
query3651546	2755415800	periplasmic mercuric ion binding protein	2754412539	Caballeronia udeis ES_FE-H11	1	90	1	90	129	1e-41	77	91	
