Query Sequence Name	Gene ID	Gene Name	Genome ID	Genome Name	Query Start Coord	Query End Coord	Subject Start Coord	Subject End Coord	Bit Score	E-value	Identities	Subject Length	
query3664279	2702950922	mercuric ion transport protein	2700989500	Enterobacter hormaechei MNCRE38	1	116	1	116	211	1e-73	93	116	
query3664279	2702973339	mercuric ion transport protein	2700989506	Enterobacter hormaechei MNCRE9	1	116	1	116	211	1e-73	93	116	
query3664279	2703086232	mercuric ion transport protein	2700989529	Enterobacter hormaechei MNCRE81	1	116	1	116	211	1e-73	93	116	
query3664279	2706468078	mercuric ion transport protein	2703719350	Enterobacter hormaechei MNCRE85	1	116	1	116	211	1e-73	93	116	
query3664279	2719745360	mercuric ion transport protein	2718218012	Enterobacter cloacae AR_0002	1	116	1	116	211	1e-73	93	116	
query3664279	2730100340	mercuric ion transport protein	2728369351	Enterobacter hormaechei oharae 34978	1	116	1	116	211	1e-73	93	116	
query3664279	2743198253	mercuric ion transport protein	2740892368	Cupriavidus metallidurans NE12	1	116	1	116	211	2e-73	93	116	
query3664279	2776928671	mercuric ion transport protein	2775507052	Enterobacter sp. CRENT-193	1	116	1	116	211	1e-73	93	116	
query3664279	2788915170	mercuric ion transport protein	2788499891	Sutterellaceae bacterium ARS112	1	116	1	116	211	9e-74	93	116	
query3664279	2793449787	mercuric ion transport protein	2791355284	Enterobacter hormaechei xiangfangensis 40884	1	116	1	116	211	1e-73	93	116	
query3664279	2794847028	mercuric ion transport protein	2791355562	Pseudomonas sp. GP01-A3	1	116	1	116	211	2e-73	93	116	
query3664279	2794855177	mercuric ion transport protein	2791355563	Pseudomonas sp. GP01-A14	1	116	1	116	211	2e-73	93	116	
query3664279	2794862476	mercuric ion transport protein	2791355564	Pseudomonas sp. GP01-A6	1	116	1	116	211	2e-73	93	116	
query3664279	2795235765	mercuric ion transport protein	2791355624	Pseudomonas sp. GP01-A4	1	116	1	116	211	2e-73	93	116	
query3664279	2795244309	mercuric ion transport protein	2791355625	Pseudomonas sp. GP01-A11	1	116	1	116	211	2e-73	93	116	
query3664279	2795260774	mercuric ion transport protein	2791355628	Pseudomonas sp. GP01-A5	1	116	1	116	211	2e-73	93	116	
query3664279	2795267037	mercuric ion transport protein	2791355629	Pseudomonas sp. GP01-A13	1	116	1	116	211	2e-73	93	116	
query3664279	2795276382	mercuric ion transport protein	2791355630	Pseudomonas sp. GP01-A15	1	116	1	116	211	2e-73	93	116	
query3664279	2795282970	mercuric ion transport protein	2791355631	Pseudomonas sp. GP01-A9	1	116	1	116	211	2e-73	93	116	
query3664279	2795287706	mercuric ion transport protein	2791355632	Pseudomonas sp. GP01-A8	1	116	1	116	211	2e-73	93	116	
query3664279	2795294871	mercuric ion transport protein	2791355633	Pseudomonas sp. GP01-A1	1	116	1	116	211	2e-73	93	116	
query3664279	2842973079	mercuric ion transport protein	2842970183	Pluralibacter gergoviae DS82E24	1	116	1	116	211	1e-73	93	116	
query3664279	2851118029	mercuric ion transport protein	2851114255	Serratia marcescens AR_0027	1	116	1	116	211	1e-73	93	116	
query3664279	2859675778	mercuric ion transport protein	2859671954	Enterobacter cloacae AR_0053	1	116	1	116	211	1e-73	93	116	
query3664279	2870236334	mercuric ion transport protein	2870230914	Klebsiella pneumoniae 2-1	2	116	7	121	211	2e-73	93	121	
query3664279	2633881609	mercuric ion transport protein	2630968946	Ralstonia mannitolilytica SN82F48	1	116	1	116	210	5e-73	92	116	
query3664279	2743198490	mercuric ion transport protein	2740892368	Cupriavidus metallidurans NE12	1	116	1	116	210	7e-73	92	116	
query3664279	2816026730	mercuric ion transport protein	2814123437	Burkholderia vietnamiensis HI3908	1	116	1	116	209	2e-72	91	116	
query3664279	2851437236	mercuric ion transport protein	2851431590	Klebsiella pneumoniae INF278	2	116	7	121	209	1e-72	92	121	
query3664279	2851442984	mercuric ion transport protein	2851437328	Klebsiella pneumoniae INF163	2	116	7	121	209	1e-72	92	121	
query3664279	2860595530	mercuric ion transport protein	2860589870	Klebsiella pneumoniae INF274	2	116	7	121	209	1e-72	92	121	
query3664279	2699274221	mercuric ion transport protein	2698536479	Enterobacter kobei ST54:941713674	1	114	1	114	207	7e-72	93	114	
query3664279	2843909744	mercuric ion transport protein	2843909154	Cronobacter sakazakii GZcsf-1	1	116	1	116	207	3e-72	92	116	
query3664279	640817203	mercuric ion transport protein	640753030	Janthinobacterium sp. Marseille	1	116	1	116	207	3e-72	90	116	
query3664279	2702014808	mercuric ion transport protein	2700989281	Acinetobacter sp. NBRC 110496	1	116	1	116	206	1e-71	91	116	
query3664279	2520119822	mercuric ion transport protein	2519899560	Escherichia coli O111:H8 CVM9634	1	116	1	116	205	5e-71	88	116	
query3664279	2520138864	mercuric ion transport protein	2519899563	Escherichia coli O111 CVM9455	1	116	1	116	205	6e-71	88	116	
query3664279	2559831383	mercuric ion transport protein	2558860434	Salmonella enterica enterica sv. Typhimurium 34502	1	116	1	116	205	5e-71	88	116	
query3664279	2562785598	mercuric ion transport protein	2562617043	Pseudomonas sp. EGD-AK9	1	116	1	116	205	5e-71	88	116	
query3664279	2577542074	mercuric ion transport protein	2576861188	Enterobacter asburiae UCI 49	1	116	1	116	205	5e-71	88	116	
query3664279	2578640366	mercuric ion transport protein	2576861519	Enterobacter sp. MGH 7	1	116	1	116	205	5e-71	88	116	
query3664279	2590845356	mercuric ion transport protein	2590828102	beta proteobacterium FWI2	1	116	1	116	205	7e-71	88	116	
query3664279	2632162830	mercuric ion transport protein	2630968527	Comamonas testosteroni JL40	1	116	1	116	205	6e-71	88	116	
query3664279	2638918794	mercuric ion transport protein	2636416004	Pseudomonas mandelii LMG 21607	1	116	1	116	205	7e-71	88	116	
query3664279	2641575371	mercuric ion transport protein	2639762996	Pseudomonas aeruginosa O400	1	116	1	116	205	7e-71	88	116	
query3664279	2648214589	mercuric ion transport protein	2645728076	Enterobacter hormaechei BIDMC 33A	1	116	1	116	205	5e-71	88	116	
query3664279	2649900052	mercuric ion transport protein	2648501434	Enterobacter hormaechei oharae CCBH10892	1	116	1	116	205	5e-71	88	116	
query3664279	2656572963	mercuric ion transport protein	2654588004	Salmonella enterica enterica sv. Typhimurium 33676	1	116	1	116	205	5e-71	88	116	
query3664279	2657831374	mercuric ion transport protein	2657245036	Enterobacter hormaechei MNCRE41	1	116	1	116	205	5e-71	88	116	
query3664279	2660724897	mercuric ion transport protein	2660238024	Escherichia coli MNCRE22	1	116	1	116	205	5e-71	88	116	
query3664279	2660909019	mercuric ion transport protein	2660238069	Enterobacter hormaechei MNCRE23	1	116	1	116	205	5e-71	88	116	
query3664279	2661466393	mercuric ion transport protein	2660238213	Enterobacter hormaechei MNCRE19	1	116	1	116	205	5e-71	88	116	
query3664279	2661766519	mercuric ion transport protein	2660238286	Enterobacter hormaechei MNCRE48	1	116	1	116	205	5e-71	88	116	
query3664279	2662780171	mercuric ion transport protein	2660238535	Enterobacter hormaechei MNCRE52	1	116	1	116	205	5e-71	88	116	
query3664279	2662884211	mercuric ion transport protein	2660238562	Enterobacter hormaechei MNCRE83	1	116	1	116	205	5e-71	88	116	
query3664279	2663003764	mercuric ion transport protein	2660238592	Enterobacter hormaechei MNCRE35	1	116	1	116	205	5e-71	88	116	
query3664279	2663046892	mercuric ion transport protein	2660238602	Enterobacter hormaechei MNCRE42	1	116	1	116	205	5e-71	88	116	
query3664279	2663087058	mercuric ion transport protein	2660238611	Enterobacter hormaechei MNCRE86	1	116	1	116	205	5e-71	88	116	
query3664279	2663101151	mercuric ion transport protein	2660238614	Salmonella enterica enterica sv. Typhimurium DT104 613sCH44	1	116	1	116	205	5e-71	88	116	
query3664279	2663314957	mercuric ion transport protein	2660238670	Enterobacter hormaechei MNCRE84	1	116	1	116	205	5e-71	88	116	
query3664279	2663912270	mercuric ion transport protein	2663762639	Enterobacter hormaechei MNCRE39	1	116	1	116	205	5e-71	88	116	
query3664279	2665079284	mercuric ion transport protein	2663762955	Enterobacter hormaechei MNCRE56	1	116	1	116	205	5e-71	88	116	
query3664279	2665908688	mercuric ion transport protein	2663763164	Enterobacter hormaechei MNCRE18	1	116	1	116	205	5e-71	88	116	
query3664279	2666523197	mercuric ion transport protein	2663763311	Enterobacter hormaechei MNCRE7	1	116	1	116	205	5e-71	88	116	
query3664279	2666840448	mercuric ion transport protein	2663763391	Enterobacter hormaechei MNCRE29	1	116	1	116	205	5e-71	88	116	
query3664279	2666886286	mercuric ion transport protein	2663763403	Enterobacter hormaechei MNCRE51	1	116	1	116	205	5e-71	88	116	
query3664279	2667302889	mercuric ion transport protein	2663763503	Enterobacter hormaechei MNCRE25	1	116	1	116	205	5e-71	88	116	
query3664279	2669315626	mercuric ion transport protein	2667527746	Enterobacter hormaechei MNCRE30	1	116	1	116	205	5e-71	88	116	
query3664279	2670682234	mercuric ion transport protein	2667528073	Enterobacter hormaechei MNCRE17	1	116	1	116	205	5e-71	88	116	
query3664279	2672815934	mercuric ion transport protein	2671180447	Enterobacter hormaechei MNCRE57	1	116	1	116	205	5e-71	88	116	
query3664279	2673682590	mercuric ion transport protein	2671180661	Enterobacter hormaechei MNCRE8	1	116	1	116	205	5e-71	88	116	
query3664279	2678374285	mercuric ion transport protein	2675903546	Enterobacter hormaechei MNCRE79	1	116	1	116	205	5e-71	88	116	
query3664279	2691953722	mercuric ion transport protein	2690316027	Enterobacter hormaechei MNCRE36	1	116	1	116	205	5e-71	88	116	
query3664279	2692061229	mercuric ion transport protein	2690316054	Enterobacter hormaechei MNCRE71	1	116	1	116	205	5e-71	88	116	
query3664279	2693536656	mercuric ion transport protein	2693429525	Enterobacter hormaechei MNCRE28	1	116	1	116	205	5e-71	88	116	
query3664279	2702936787	mercuric ion transport protein	2700989497	Enterobacter hormaechei MNCRE6	1	116	1	116	205	5e-71	88	116	
query3664279	2702943755	mercuric ion transport protein	2700989499	Enterobacter hormaechei MNCRE37	1	116	1	116	205	5e-71	88	116	
query3664279	2702951099	mercuric ion transport protein	2700989500	Enterobacter hormaechei MNCRE38	1	116	1	116	205	5e-71	88	116	
query3664279	2702973689	mercuric ion transport protein	2700989506	Enterobacter hormaechei MNCRE9	1	116	1	116	205	5e-71	88	116	
query3664279	2703087103	mercuric ion transport protein	2700989529	Enterobacter hormaechei MNCRE81	1	116	1	116	205	5e-71	88	116	
query3664279	2704054378	mercuric ion transport protein	2703718695	Enterobacter asburiae ST252:950126202	1	116	1	116	205	1e-70	88	116	
query3664279	2706468629	mercuric ion transport protein	2703719350	Enterobacter hormaechei MNCRE85	1	116	1	116	205	5e-71	88	116	
query3664279	2719745391	mercuric ion transport protein	2718218012	Enterobacter cloacae AR_0002	1	116	1	116	205	5e-71	88	116	
query3664279	2730100371	mercuric ion transport protein	2728369351	Enterobacter hormaechei oharae 34978	1	116	1	116	205	5e-71	88	116	
query3664279	2736088391	mercuric ion transport protein	2734482401	Pseudomonas aeruginosa RW88	1	116	1	116	205	7e-71	88	116	
query3664279	2753853780	mercuric ion transport protein	2751185916	Enterobacter roggenkampii 42192	1	116	1	116	205	5e-71	88	116	
query3664279	2766091349	mercuric ion transport protein	2765235946	Enterobacter cloacae sp. ABFPL	1	116	1	116	205	5e-71	88	116	
query3664279	2793450615	mercuric ion transport protein	2791355284	Enterobacter hormaechei xiangfangensis 40884	1	116	1	116	205	5e-71	88	116	
query3664279	2793709970	mercuric ion transport protein	2791355346	Burkholderia aenigmatica AU17325	1	116	1	116	205	9e-71	89	116	
query3664279	2815718289	mercuric ion transport protein	2814123354	Pseudomonas mandelii NBRC 103147	1	116	1	116	205	7e-71	88	116	
query3664279	2816026722	mercuric ion transport protein	2814123437	Burkholderia vietnamiensis HI3908	1	116	1	116	205	6e-71	89	116	
query3664279	2842974123	mercuric ion transport protein	2842970183	Pluralibacter gergoviae DS82E24	1	116	1	116	205	5e-71	88	116	
query3664279	2843913462	mercuric ion transport protein	2843909154	Cronobacter sakazakii GZcsf-1	1	116	1	116	205	5e-71	88	116	
query3664279	2843913679	mercuric ion transport protein	2843909154	Cronobacter sakazakii GZcsf-1	1	116	1	116	205	5e-71	88	116	
query3664279	2843974456	mercuric ion transport protein	2843969098	Citrobacter freundii SL151	1	116	1	116	205	5e-71	88	116	
query3664279	2846786361	mercuric ion transport protein	2846780681	Agrobacterium tumefaciens CFBP6625	1	116	1	116	205	6e-71	88	116	
query3664279	2850614734	mercuric ion transport protein	2850609361	Agrobacterium tumefaciens CFBP6626	1	116	1	116	205	5e-71	88	116	
query3664279	2850614194	mercuric ion transport protein	2850609361	Agrobacterium tumefaciens CFBP6626	1	116	1	116	205	5e-71	88	116	
query3664279	2851118062	mercuric ion transport protein	2851114255	Serratia marcescens AR_0027	1	116	1	116	205	5e-71	88	116	
query3664279	2851281857	mercuric ion transport protein	2851277247	Aeromonas hydrophila ZYAH75	1	116	1	116	205	5e-71	88	116	
query3664279	2851436966	mercuric ion transport protein	2851431590	Klebsiella pneumoniae INF278	1	116	1	116	205	5e-71	88	116	
query3664279	2851442714	mercuric ion transport protein	2851437328	Klebsiella pneumoniae INF163	1	116	1	116	205	5e-71	88	116	
query3664279	2859675809	mercuric ion transport protein	2859671954	Enterobacter cloacae AR_0053	1	116	1	116	205	5e-71	88	116	
query3664279	2860595259	mercuric ion transport protein	2860589870	Klebsiella pneumoniae INF274	1	116	1	116	205	5e-71	88	116	
query3664279	2869866567	mercuric ion transport protein	2869861177	Enterobacter hormaechei 20710	1	116	1	116	205	5e-71	88	116	
query3664279	2870236370	mercuric ion transport protein	2870230914	Klebsiella pneumoniae 2-1	1	116	1	116	205	5e-71	88	116	
query3664279	641216096	mercuric ion transport protein	641210481	Uncultured bacterium plasmid pTP6	1	116	1	116	205	6e-73	88	116	
query3664279	2778740944	mercuric ion transport protein	2778261061	Pusillimonas sp. EAC49	1	116	1	116	202	4e-70	86	116	
query3664279	2510626486	mercuric ion transport protein	2510461031	Pseudomonas aeruginosa LC IV, ATCC 260	1	116	1	116	200	7e-69	88	116	
query3664279	2510641068	mercuric ion transport protein	2510461033	Pseudomonas aeruginosa Gessard, ATCC 262	1	116	1	116	200	7e-69	88	116	
query3664279	2510648039	mercuric ion transport protein	2510461034	Pseudomonas aeruginosa R. Hugh 813, ATCC 97	1	116	1	116	200	7e-69	88	116	
query3664279	2666129964	mercuric ion transport protein	2663763218	Pseudomonas coronafaciens LMG 5060	1	116	1	116	200	5e-69	88	116	
query3664279	2666489545	mercuric ion transport protein	2663763303	Pseudomonas sp. NBRC 111142	1	116	1	116	200	6e-69	88	116	
query3664279	2667580030	mercuric ion transport protein	2667527211	Pseudomonas abietaniphila LMG 20220	1	116	1	116	200	7e-69	88	116	
query3664279	2729285045	mercuric ion transport protein	2728369127	Pseudomonas sp. ABFPK	1	116	1	116	200	6e-69	88	116	
query3664279	2745187315	mercuric ion transport protein	2744054662	Pseudomonas monteilii CD10_2	1	116	1	116	200	7e-69	88	116	
query3664279	2794725858	mercuric ion transport protein	2791355541	Pseudomonas sp. MPR-R5A	1	116	1	116	200	7e-69	88	116	
query3664279	2794783355	mercuric ion transport protein	2791355551	Pseudomonas sp. MPR-R5B	1	116	1	116	200	7e-69	88	116	
query3664279	2794849379	mercuric ion transport protein	2791355562	Pseudomonas sp. GP01-A3	1	116	1	116	200	8e-69	88	116	
query3664279	2794854618	mercuric ion transport protein	2791355563	Pseudomonas sp. GP01-A14	1	116	1	116	200	8e-69	88	116	
query3664279	2794863599	mercuric ion transport protein	2791355564	Pseudomonas sp. GP01-A6	1	116	1	116	200	8e-69	88	116	
query3664279	2795011112	mercuric ion transport protein	2791355588	Pseudomonas sp. FW215-L2	1	116	1	116	200	7e-69	88	116	
query3664279	2795097649	mercuric ion transport protein	2791355603	Pseudomonas sp. MPBC4-3	1	116	1	116	200	7e-69	88	116	
query3664279	2795236699	mercuric ion transport protein	2791355624	Pseudomonas sp. GP01-A4	1	116	1	116	200	8e-69	88	116	
query3664279	2795243247	mercuric ion transport protein	2791355625	Pseudomonas sp. GP01-A11	1	116	1	116	200	8e-69	88	116	
query3664279	2795262764	mercuric ion transport protein	2791355628	Pseudomonas sp. GP01-A5	1	116	1	116	200	8e-69	88	116	
query3664279	2795268294	mercuric ion transport protein	2791355629	Pseudomonas sp. GP01-A13	1	116	1	116	200	8e-69	88	116	
query3664279	2795275343	mercuric ion transport protein	2791355630	Pseudomonas sp. GP01-A15	1	116	1	116	200	8e-69	88	116	
query3664279	2795282094	mercuric ion transport protein	2791355631	Pseudomonas sp. GP01-A9	1	116	1	116	200	8e-69	88	116	
query3664279	2795288879	mercuric ion transport protein	2791355632	Pseudomonas sp. GP01-A8	1	116	1	116	200	8e-69	88	116	
query3664279	2795296068	mercuric ion transport protein	2791355633	Pseudomonas sp. GP01-A1	1	116	1	116	200	8e-69	88	116	
query3664279	2520121282	mercuric ion transport protein	2519899560	Escherichia coli O111:H8 CVM9634	1	116	1	116	197	4e-68	93	116	
query3664279	2536624479	mercuric ion transport protein	2534682109	Escherichia coli 3.488	1	116	1	116	197	4e-68	93	116	
query3664279	2550317688	mercuric ion transport protein	2548876915	Klebsiella pneumoniae pneumoniae LCT-KP214	1	116	1	116	197	4e-68	93	116	
query3664279	2555199005	mercuric ion transport protein	2554235220	Klebsiella pneumoniae LCT-KP182	1	116	1	116	197	4e-68	93	116	
query3664279	2555215038	mercuric ion transport protein	2554235223	Klebsiella pneumoniae LCT-KP289	1	116	1	116	197	4e-68	93	116	
query3664279	2559831669	mercuric ion transport protein	2558860434	Salmonella enterica enterica sv. Typhimurium 34502	1	116	1	116	197	4e-68	93	116	
query3664279	2559835366	mercuric ion transport protein	2558860435	Salmonella enterica enterica sv. Typhimurium 35423	1	116	1	116	197	4e-68	93	116	
query3664279	2562595590	mercuric ion transport protein	2561511241	Escherichia coli UMNK88	1	116	1	116	197	4e-68	93	116	
query3664279	2570642441	mercuric ion transport protein	2568526636	Methylibium sp. T29-B	1	116	1	116	197	6e-68	84	116	
query3664279	2579199269	mercuric ion transport protein	2576861680	Methylibium sp. T29	1	116	1	116	197	6e-68	84	116	
query3664279	2580018918	mercuric ion transport protein	2579778559	Salmonella enterica enterica sv. Agona 0322	1	116	1	116	197	4e-68	93	116	
query3664279	2582484615	mercuric ion transport protein	2579779146	Salmonella enterica enterica sv. Agona 0292	1	116	1	116	197	4e-68	93	116	
query3664279	2583247734	mercuric ion transport protein	2582580763	Burkholderia cenocepacia S2AES	1	116	1	116	197	5e-68	93	116	
query3664279	2588795676	mercuric ion transport protein	2588253806	Salmonella enterica Enterica sv. Heidelberg N26457	1	116	1	116	197	4e-68	93	116	
query3664279	2588829158	mercuric ion transport protein	2588253813	Salmonella enterica enterica sv. Heidelberg 21381	1	116	1	116	197	4e-68	93	116	
query3664279	2620948085	mercuric ion transport protein	2619619206	Herbaspirillum sp. RV1423	1	116	1	116	197	5e-68	84	116	
query3664279	2632593954	mercuric ion transport protein	2630968630	Chromobacterium subtsugae F49	1	116	1	116	197	4e-68	93	116	
query3664279	2636896414	mercuric ion transport protein	2636415517	Vibrio cholerae 2012EL-2176	1	116	1	116	197	3e-68	93	116	
query3664279	2656573055	mercuric ion transport protein	2654588004	Salmonella enterica enterica sv. Typhimurium 33676	1	116	1	116	197	4e-68	93	116	
query3664279	2658208581	mercuric ion transport protein	2657245131	Escherichia coli OLC-791	1	116	1	116	197	4e-68	93	116	
query3664279	2659876586	mercuric ion transport protein	2657245664	Escherichia coli UMNturkey3	1	116	1	116	197	4e-68	93	116	
