"Query.Sequence.Name","Gene.ID","Gene.Name","Genome.ID","Genome.Name","Query.Start.Coord","Query.End.Coord","Subject.Start.Coord","Subject.End.Coord","Bit.Score","E.value","Identities","Subject.Length","X"
"query3606436",2790548395,"P-type Cu+ transporter",2788500400,"Flavonifractor sp. An92",21,85,781,844,52.4,2e-10,46,850,NA
"query3606436",2572839041,"P-type Cu+ transporter",2571042530,"Clostridium botulinum CDC54088",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2660256658,"P-type Cu+ transporter",2660237905,"Clostridium botulinum ATCC 25763",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2674483251,"P-type Cu+ transporter",2671180858,"Clostridium botulinum ATCC 17862",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2677224647,"P-type Cu+ transporter",2675903247,"Clostridium botulinum VPI 7124",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2678907080,"P-type Cu+ transporter",2675903681,"Clostridium botulinum McClung 844",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2684120660,"P-type Cu+ transporter",2681813432,"Clostridium botulinum Prevot 697B",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2684139469,"P-type Cu+ transporter",2681813437,"Clostridium botulinum SU1575NT",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2716009587,"P-type Cu+ transporter",2713897200,"Clostridium botulinum ATCC 449",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2716024967,"P-type Cu+ transporter",2713897204,"Clostridium botulinum KF Meyer 126",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2716027512,"P-type Cu+ transporter",2713897205,"Clostridium botulinum Prevot 910",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2716036011,"P-type Cu+ transporter",2713897207,"Clostridium botulinum KF Meyer 33",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2716043299,"P-type Cu+ transporter",2713897209,"Clostridium botulinum AM1295",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2723930028,"P-type Cu+ transporter",2721755776,"Clostridium botulinum CDC_69094",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2727250589,"P-type Cu+ transporter",2724679554,"Clostridium botulinum Prevot Dewping",22,85,72,135,52,3e-10,36,811,NA
"query3606436",2832152131,"copper chaperone CopZ",2832151896,"Geothermobacter hydrogeniphilus HR-1",14,90,36,113,52,4e-11,33,118,NA
"query3606436",2545760187,"copper chaperone",2545555860,"Brachyspira alvinipulli ATCC 51933",22,89,2,69,51.6,2e-11,32,69,NA
"query3606436",2632394088,"periplasmic mercuric ion binding protein",2630968586,"Methylobacterium radiotolerans 78c",22,90,25,96,51.6,7e-11,38,98,NA
"query3606436",2716032277,"P-type Cu+ transporter",2713897206,"Clostridium botulinum Hall 80",22,85,72,135,51.6,3e-10,36,811,NA
"query3606436",2731510660,"mercuric reductase",2728369721,"Variovorax sp. JCM 16519",25,85,3,62,51.6,3e-10,43,471,NA
"query3606436",2561521593,"P-type Cu+ transporter",2561511002,"Peptoclostridium litorale W6",22,85,74,137,50.8,6e-10,33,819,NA
"query3606436",2561523749,"P-type Cu+ transporter",2561511002,"Peptoclostridium litorale W6",22,85,74,137,50.8,NA,34,813,NA
"query3606436",2587854630,"P-type Cu+ transporter",2585428090,"Peptoclostridium litorale DSM 5388",22,85,74,137,50.8,NA,34,813,NA
"query3606436",2587852391,"P-type Cu+ transporter",2585428090,"Peptoclostridium litorale DSM 5388",22,85,74,137,50.8,6e-10,33,819,NA
"query3606436",2618208710,"P-type Cu+ transporter",2617270958,"Clostridium botulinum A2B2 87",22,85,72,135,50.8,7e-10,34,811,NA
"query3606436",2840508315,"copper chaperone",2840502759,"Dictyobacter aurantiacus S27",21,85,5,69,50.8,9e-11,31,73,NA
"query3606436",2658092709,"copper ion binding protein",2657245102,"Clostridium botulinum CDC41370",24,87,1,64,50.4,5e-11,34,69,NA
"query3606436",2703010558,"copper ion binding protein",2700989514,"Clostridium botulinum CDC41370NT",24,87,1,64,50.4,5e-11,34,69,NA
"query3606436",2731534808,"heavy-metal-associated domain-containing protein",2728369724,"Clostridium sp. JCM 10522",22,87,2,67,50.1,8e-11,32,68,NA
"query3606436",648605519,"copper chaperone",648276680,"Ktedonobacter racemifer SOSP1-21, DSM 44963",24,85,4,65,50.1,3e-10,35,71,NA
"query3606436",2773834817,"periplasmic mercuric ion binding protein",2772191016,"Unclassified Zetaproteobacteria bacterium S6_FULL_No.19_0.9_74",16,90,20,97,49.7,1e-10,41,101,NA
"query3606436",2840503540,"copper chaperone",2840502759,"Dictyobacter aurantiacus S27",22,85,3,66,49.7,3e-10,34,86,NA
"query3606436",2840503542,"P-type Cu+ transporter",2840502759,"Dictyobacter aurantiacus S27",25,85,101,161,49.7,4e-09,36,870,NA
"query3606436",2587810935,"P-type Cu+ transporter",2585428078,"Clostridium collagenovorans DSM 3089",26,85,6,65,49.3,2e-09,35,816,NA
"query3606436",2588324068,"P-type Cu+ transporter",2588253519,"Thermosporothrix hazakensis ATCC BAA-1881",22,85,89,152,49.3,NA,36,856,NA
"query3606436",2621142651,"P-type Cu+ transporter",2619619256,"Clostridium botulinum sv. B Osaka05",25,90,4,69,49.3,2e-09,33,818,NA
"query3606436",2683324309,"P-type Cu+ transporter",2681813212,"Clostridium sporogenes 87-0535",25,90,4,69,49.3,2e-09,33,818,NA
"query3606436",2684118607,"P-type Cu+ transporter",2681813431,"Clostridium botulinum AM1195",25,90,4,69,49.3,2e-09,33,818,NA
"query3606436",2727273104,"P-type Cu+ transporter",2724679560,"Clostridium botulinum AM370",25,90,4,69,49.3,2e-09,33,818,NA
"query3606436",2770903470,"P-type Cu+ transporter",2767802767,"Paraclostridium benzoelyticum JC272",22,85,73,136,49.3,2e-09,30,827,NA
"query3606436",2812837010,"copper ion binding protein",2811995020,"Dehalobacterium formicoaceticum DMC",25,85,5,65,49.3,2e-09,36,296,NA
"query3606436",2552933770,"P-type Cu+ transporter",2551306399,"Staphylococcus aureus PPUKM-332-2009",20,90,70,140,48.9,3e-09,34,802,NA
"query3606436",2552946041,"P-type Cu+ transporter",2551306402,"Staphylococcus aureus PPUKM-261-2009",20,90,70,140,48.9,3e-09,34,802,NA
"query3606436",2561523750,"copper chaperone",2561511002,"Peptoclostridium litorale W6",26,86,5,64,48.9,2e-10,36,71,NA
"query3606436",2562258233,"P-type Cu+ transporter",2561511148,"Staphylococcus aureus aureus 55/2053",20,90,70,140,48.9,2e-09,34,802,NA
"query3606436",2573128329,"P-type Cu+ transporter",2571042617,"Staphylococcus aureus AMMC6051",20,90,70,140,48.9,2e-09,34,802,NA
"query3606436",2587854629,"copper chaperone",2585428090,"Peptoclostridium litorale DSM 5388",26,86,5,64,48.9,2e-10,36,71,NA
"query3606436",2638230347,"P-type Cu+ transporter",2636415839,"Clostridium botulinum 277-00",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2639275724,"copper chaperone",2636416097,"Clostridioides difficile Y384",26,89,5,68,48.9,4e-10,31,69,NA
"query3606436",2657883130,"P-type Cu+ transporter",2657245049,"Clostridium botulinum CDC48761",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2664543019,"P-type Cu+ transporter",2663762825,"Clostridium botulinum CDC33700",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2664776451,"P-type Cu+ transporter",2663762878,"Clostridium botulinum CDC66088",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2666127967,"P-type Cu+ transporter",2663763217,"Clostridium botulinum ATCC 7949",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2666464799,"P-type Cu+ transporter",2663763297,"Clostridium botulinum CDC28023",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2669368374,"P-type Cu+ transporter",2667527760,"Clostridium botulinum CDC37457",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2669756600,"P-type Cu+ transporter",2667527854,"Clostridium botulinum CDC67190",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2670388472,"P-type Cu+ transporter",2667528001,"Clostridium botulinum CDC37461",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2672229093,"P-type Cu+ transporter",2671180305,"Clostridium botulinum CDC48719",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2675775695,"P-type Cu+ transporter",2671181163,"Clostridium botulinum ATCC 17843",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2677582708,"P-type Cu+ transporter",2675903344,"Clostridium botulinum CDC67187",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2683193747,"P-type Cu+ transporter",2681813177,"Clostridium botulinum CDC52271",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2692957066,"P-type Cu+ transporter",2690316268,"Clostridium botulinum CDC33702",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2693164599,"P-type Cu+ transporter",2690316317,"Clostridium botulinum CDC66089",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2696506876,"P-type Cu+ transporter",2695420555,"Clostridium botulinum CDC52298",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2696722370,"P-type Cu+ transporter",2695420606,"Clostridium botulinum CDC28012",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2699161767,"P-type Cu+ transporter",2698536452,"Clostridium botulinum CDC42961",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2716013575,"P-type Cu+ transporter",2713897201,"Clostridium botulinum Hall 183",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2716017370,"P-type Cu+ transporter",2713897202,"Clostridium botulinum Hall 8388A",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2716021273,"P-type Cu+ transporter",2713897203,"Clostridium botulinum Hall 8857Ab",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2721085338,"P-type Cu+ transporter",2718218349,"Clostridium botulinum CDC_67190",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2727235714,"P-type Cu+ transporter",2724679550,"Clostridium botulinum CDC 1744",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2727240525,"P-type Cu+ transporter",2724679551,"Clostridium botulinum ATCC 17843",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2727247818,"P-type Cu+ transporter",2724679553,"Clostridium botulinum Hall 4834",22,85,72,135,48.9,3e-09,34,811,NA
"query3606436",2741380969,"P-type Cu+ transporter",2740891984,"Theionarchaea archaeon DG-70-1",24,85,4,64,48.9,3e-09,37,804,NA
"query3606436",2573828948,"P-type Cu+ transporter",2571042820,"Paraclostridium bifermentans WYM",22,85,78,141,48.5,4e-09,28,832,NA
"query3606436",2648315258,"P-type Cu+ transporter",2645728099,"Clostridium sporogenes UC9000",25,90,4,69,48.5,4e-09,33,818,NA
"query3606436",2653802799,"P-type Cu+ transporter",2651870112,"Tindallia magadiensis Z-7934",25,85,89,149,48.5,4e-09,34,835,NA
"query3606436",2653864915,"P-type Cu+ transporter",2651870125,"Halorientalis regularis IBRC-M 10760",9,85,54,135,48.5,NA,37,866,NA
"query3606436",2662851823,"copper chaperone",2660238554,"Peptoniphilaceae bacterium SIT14",26,88,5,65,48.5,1e-10,38,68,NA
"query3606436",2703017455,"copper ion binding protein",2700989515,"Clostridium botulinum CDC68016",22,87,2,67,48.5,8e-10,32,120,NA
"query3606436",2727344801,"P-type Cu+ transporter",2724679578,"Clostridium botulinum CDC 795",22,85,72,135,48.5,5e-09,34,811,NA
"query3606436",2772047279,"periplasmic mercuric ion binding protein",2770939623,"Pseudocitrobacter faecalis DSM 27453",18,91,17,89,48.5,7e-10,32,94,NA
"query3606436",2545542914,"P-type Cu+ transporter",2541048007,"Paeniclostridium sordellii VPI 9048",21,85,66,130,48.1,5e-09,28,821,NA
"query3606436",2545760793,"P-type Cu+ transporter",2545555860,"Brachyspira alvinipulli ATCC 51933",24,85,3,64,48.1,4e-09,32,758,NA
"query3606436",2546685232,"P-type Cu+ transporter",2545824753,"Staphylococcus epidermidis 41tr",21,91,72,142,48.1,3e-09,32,795,NA
"query3606436",2546687687,"P-type Cu+ transporter",2545824754,"Staphylococcus epidermidis 528m",21,91,72,142,48.1,3e-09,32,795,NA
"query3606436",2652747505,"P-type Cu+ transporter",2651869763,"Paeniclostridium sordellii ATCC 9714",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2652747505,"P-type Cu+ transporter",2651869763,"Paeniclostridium sordellii ATCC 9714",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2656546526,"P-type Cu+ transporter",2654587998,"Paeniclostridium sordellii JGS6382",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2657675103,"P-type Cu+ transporter",2657244996,"Paeniclostridium sordellii JGS6961",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2657773024,"P-type Cu+ transporter",2657245020,"Paeniclostridium sordellii UMC4401",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2657773024,"P-type Cu+ transporter",2657245020,"Paeniclostridium sordellii UMC4401",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2657891327,"P-type Cu+ transporter",2657245051,"Paeniclostridium sordellii R31809",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2661260664,"P-type Cu+ transporter",2660238160,"Paeniclostridium sordellii R28058",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2661342405,"P-type Cu+ transporter",2660238185,"Paeniclostridium sordellii R15892",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2661342405,"P-type Cu+ transporter",2660238185,"Paeniclostridium sordellii R15892",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2662979370,"P-type Cu+ transporter",2660238585,"Paeniclostridium sordellii W2946",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2662979370,"P-type Cu+ transporter",2660238585,"Paeniclostridium sordellii W2946",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2663144763,"P-type Cu+ transporter",2660238625,"Paeniclostridium sordellii SSCC33587",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2663144763,"P-type Cu+ transporter",2660238625,"Paeniclostridium sordellii SSCC33587",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2663505593,"P-type Cu+ transporter",2660238717,"Paeniclostridium sordellii E204",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2663505593,"P-type Cu+ transporter",2660238717,"Paeniclostridium sordellii E204",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2663915249,"P-type Cu+ transporter",2663762640,"Paeniclostridium sordellii JGS6956",22,85,37,100,48.1,5e-09,28,861,NA
"query3606436",2663915249,"P-type Cu+ transporter",2663762640,"Paeniclostridium sordellii JGS6956",21,85,106,170,48.1,NA,26,861,NA
"query3606436",2665122201,"P-type Cu+ transporter",2663762967,"Paeniclostridium sordellii SSCC18392",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2665122201,"P-type Cu+ transporter",2663762967,"Paeniclostridium sordellii SSCC18392",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2666116688,"P-type Cu+ transporter",2663763214,"Paeniclostridium sordellii W3025",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2666116688,"P-type Cu+ transporter",2663763214,"Paeniclostridium sordellii W3025",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2666858832,"P-type Cu+ transporter",2663763396,"Paeniclostridium sordellii SSCC26591",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2666858832,"P-type Cu+ transporter",2663763396,"Paeniclostridium sordellii SSCC26591",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2667250665,"P-type Cu+ transporter",2663763491,"Paeniclostridium sordellii W2948",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2667250665,"P-type Cu+ transporter",2663763491,"Paeniclostridium sordellii W2948",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2667318827,"P-type Cu+ transporter",2663763508,"Paeniclostridium sordellii R27882",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2667318827,"P-type Cu+ transporter",2663763508,"Paeniclostridium sordellii R27882",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2668668323,"P-type Cu+ transporter",2667527583,"Paeniclostridium sordellii UMC164",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2668668323,"P-type Cu+ transporter",2667527583,"Paeniclostridium sordellii UMC164",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2668754018,"P-type Cu+ transporter",2667527603,"Paeniclostridium sordellii SSCC33589",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2668754018,"P-type Cu+ transporter",2667527603,"Paeniclostridium sordellii SSCC33589",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2668883735,"P-type Cu+ transporter",2667527635,"Paeniclostridium sordellii SSCC35109",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2668986188,"P-type Cu+ transporter",2667527664,"Paeniclostridium sordellii SSCC42239",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2668986188,"P-type Cu+ transporter",2667527664,"Paeniclostridium sordellii SSCC42239",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2669107491,"P-type Cu+ transporter",2667527697,"Paeniclostridium sordellii JGS445",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2669107491,"P-type Cu+ transporter",2667527697,"Paeniclostridium sordellii JGS445",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2669303932,"P-type Cu+ transporter",2667527744,"Paeniclostridium sordellii W2945",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2669303932,"P-type Cu+ transporter",2667527744,"Paeniclostridium sordellii W2945",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2670657631,"P-type Cu+ transporter",2667528068,"Paeniclostridium sordellii SSCC32135",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2670657631,"P-type Cu+ transporter",2667528068,"Paeniclostridium sordellii SSCC32135",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2674572608,"P-type Cu+ transporter",2671180879,"Paeniclostridium sordellii W10",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2674572608,"P-type Cu+ transporter",2671180879,"Paeniclostridium sordellii W10",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2683329728,"P-type Cu+ transporter",2681813213,"Paeniclostridium sordellii W2975",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2683329728,"P-type Cu+ transporter",2681813213,"Paeniclostridium sordellii W2975",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2692611651,"P-type Cu+ transporter",2690316186,"Paeniclostridium sordellii SSCC37615",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2692611651,"P-type Cu+ transporter",2690316186,"Paeniclostridium sordellii SSCC37615",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2693158068,"P-type Cu+ transporter",2690316315,"Paeniclostridium sordellii SSCC18838",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2693158068,"P-type Cu+ transporter",2690316315,"Paeniclostridium sordellii SSCC18838",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2693739041,"P-type Cu+ transporter",2693429574,"Paeniclostridium sordellii R26833",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2695799084,"P-type Cu+ transporter",2695420392,"Paeniclostridium sordellii W2967",21,85,106,170,48.1,4e-09,28,861,NA
"query3606436",2695799084,"P-type Cu+ transporter",2695420392,"Paeniclostridium sordellii W2967",22,85,37,100,48.1,NA,28,861,NA
"query3606436",2695991296,"P-type Cu+ transporter",2695420437,"Paeniclostridium sordellii UMC4404",22,85,37,100,48.1,5e-09,28,861,NA
"query3606436",2696490912,"P-type Cu+ transporter",2695420552,"Paeniclostridium sordellii UMC1",22,85,37,100,48.1,6e-09,28,861,NA
"query3606436",2696963919,"P-type Cu+ transporter",2695420662,"Paeniclostridium sordellii R29426",21,85,106,170,48.1,5e-09,28,861,NA
"query3606436",2697361337,"P-type Cu+ transporter",2695420758,"Paeniclostridium sordellii R32977",21,85,106,170,48.1,4e-09,28,861,NA
