"Query.Sequence.Name","Gene.ID","Gene.Name","Genome.ID","Genome.Name","Query.Start.Coord","Query.End.Coord","Subject.Start.Coord","Subject.End.Coord","Bit.Score","E.value","Identities","Subject.Length","X"
"query3606101",2795243248,"periplasmic mercuric ion binding protein",2791355625,"Pseudomonas sp. GP01-A11",1,91,1,91,150,8e-50,92,91,NA
"query3606101",2795262765,"periplasmic mercuric ion binding protein",2791355628,"Pseudomonas sp. GP01-A5",1,91,1,91,150,8e-50,92,91,NA
"query3606101",2795268295,"periplasmic mercuric ion binding protein",2791355629,"Pseudomonas sp. GP01-A13",1,91,1,91,150,8e-50,92,91,NA
"query3606101",2795275344,"periplasmic mercuric ion binding protein",2791355630,"Pseudomonas sp. GP01-A15",1,91,1,91,150,8e-50,92,91,NA
"query3606101",2795282095,"periplasmic mercuric ion binding protein",2791355631,"Pseudomonas sp. GP01-A9",1,91,1,91,150,8e-50,92,91,NA
"query3606101",2795288880,"periplasmic mercuric ion binding protein",2791355632,"Pseudomonas sp. GP01-A8",1,91,1,91,150,8e-50,92,91,NA
"query3606101",2795296069,"periplasmic mercuric ion binding protein",2791355633,"Pseudomonas sp. GP01-A1",1,91,1,91,150,8e-50,92,91,NA
"query3606101",2816026723,"periplasmic mercuric ion binding protein",2814123437,"Burkholderia vietnamiensis HI3908",1,91,1,91,150,7e-50,92,91,NA
"query3606101",2633880520,"periplasmic mercuric ion binding protein",2630968946,"Ralstonia mannitolilytica SN82F48",1,91,1,91,149,1e-49,96,91,NA
"query3606101",2633880469,"periplasmic mercuric ion binding protein",2630968946,"Ralstonia mannitolilytica SN82F48",1,91,1,91,149,1e-49,96,91,NA
"query3606101",2518320901,"periplasmic mercuric ion binding protein",2518285516,"Pseudomonas synxantha DSM 13080",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2520391103,"periplasmic mercuric ion binding protein",2519899622,"Pseudomonas sp. Ag1",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2541855594,"periplasmic mercuric ion binding protein",2541047103,"Pseudomonas sp. CFT9",1,91,1,91,147,9e-49,77,91,NA
"query3606101",2543171130,"periplasmic mercuric ion binding protein",2541047479,"Pseudomonas syringae BRIP34876",1,91,1,91,147,9e-49,77,91,NA
"query3606101",2543180173,"periplasmic mercuric ion binding protein",2541047481,"Pseudomonas syringae BRIP34881",1,91,1,91,147,9e-49,77,91,NA
"query3606101",2549662281,"periplasmic mercuric ion binding protein",2548876749,"Pseudomonas syringae pv. actinidiae PA459",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2586026658,"periplasmic mercuric ion binding protein",2585427641,"Pseudomonas sp. WCS374",1,91,1,91,147,9e-49,77,91,NA
"query3606101",2586023998,"periplasmic mercuric ion binding protein",2585427641,"Pseudomonas sp. WCS374",1,91,1,91,147,9e-49,77,91,NA
"query3606101",2631457469,"periplasmic mercuric ion binding protein",2630968351,"Pseudomonas fluorescens AU2989",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2640299636,"periplasmic mercuric ion binding protein",2639762637,"Pseudomonas poae LMG 21465",1,91,1,91,147,9e-49,77,91,NA
"query3606101",2641508664,"periplasmic mercuric ion binding protein",2639762981,"Pseudomonas fluorescens AU14440",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2642370885,"periplasmic mercuric ion binding protein",2639763190,"Pseudomonas rhodesiae LMG 17764",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2662688732,"periplasmic mercuric ion binding protein",2660238513,"Pseudomonas synxantha DSM 18928",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2666130013,"periplasmic mercuric ion binding protein",2663763218,"Pseudomonas coronafaciens LMG 5060",1,91,1,91,147,8e-49,77,91,NA
"query3606101",2667945423,"periplasmic mercuric ion binding protein",2667527385,"Pseudomonas synxantha LMG 2190",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2670059807,"periplasmic mercuric ion binding protein",2667527928,"Pseudomonas poae DSM 14936",1,91,1,91,147,9e-49,77,91,NA
"query3606101",2696701901,"periplasmic mercuric ion binding protein",2695420601,"Pseudomonas sp. NBRC 111137",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2712823952,"periplasmic mercuric ion binding protein",2711768305,"Pseudomonadales bacterium RIFCSPLOWO2_12_60_38",1,91,1,91,147,9e-49,77,91,NA
"query3606101",2713031834,"periplasmic mercuric ion binding protein",2711768411,"Pseudomonadales bacterium RIFCSPLOWO2_12_FULL_59_450",1,91,1,91,147,9e-49,77,91,NA
"query3606101",2716249619,"periplasmic mercuric ion binding protein",2713897252,"Pseudomonas syringae pv. atrofaciens ICMP 4394",1,91,1,91,147,9e-49,77,91,NA
"query3606101",2788699292,"periplasmic mercuric ion binding protein",2788499840,"Pseudomonas synxantha finPsuedoS",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2794850746,"periplasmic mercuric ion binding protein",2791355562,"Pseudomonas sp. GP01-A3",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2794854791,"periplasmic mercuric ion binding protein",2791355563,"Pseudomonas sp. GP01-A14",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2794864525,"periplasmic mercuric ion binding protein",2791355564,"Pseudomonas sp. GP01-A6",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2795010181,"periplasmic mercuric ion binding protein",2791355588,"Pseudomonas sp. FW215-L2",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2795234828,"periplasmic mercuric ion binding protein",2791355624,"Pseudomonas sp. GP01-A4",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2795240970,"periplasmic mercuric ion binding protein",2791355625,"Pseudomonas sp. GP01-A11",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2795259547,"periplasmic mercuric ion binding protein",2791355628,"Pseudomonas sp. GP01-A5",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2795266258,"periplasmic mercuric ion binding protein",2791355629,"Pseudomonas sp. GP01-A13",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2795276590,"periplasmic mercuric ion binding protein",2791355630,"Pseudomonas sp. GP01-A15",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2795279802,"periplasmic mercuric ion binding protein",2791355631,"Pseudomonas sp. GP01-A9",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2795289045,"periplasmic mercuric ion binding protein",2791355632,"Pseudomonas sp. GP01-A8",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2795297244,"periplasmic mercuric ion binding protein",2791355633,"Pseudomonas sp. GP01-A1",1,91,1,91,147,1e-48,77,91,NA
"query3606101",649633428,"periplasmic mercuric ion binding protein",649633086,"Pseudomonas fluorescens SBW25",1,91,1,91,147,1e-48,77,91,NA
"query3606101",2583247735,"periplasmic mercuric ion binding protein",2582580763,"Burkholderia cenocepacia S2AES",1,91,1,91,146,2e-48,93,91,NA
"query3606101",2520121283,"periplasmic mercuric ion binding protein",2519899560,"Escherichia coli O111:H8 CVM9634",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2536624480,"periplasmic mercuric ion binding protein",2534682109,"Escherichia coli 3.488",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2547113499,"periplasmic mercuric ion binding protein",2546826727,"Shewanella algae BRY",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2550317689,"periplasmic mercuric ion binding protein",2548876915,"Klebsiella pneumoniae pneumoniae LCT-KP214",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2555199006,"periplasmic mercuric ion binding protein",2554235220,"Klebsiella pneumoniae LCT-KP182",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2555215039,"periplasmic mercuric ion binding protein",2554235223,"Klebsiella pneumoniae LCT-KP289",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2559831668,"periplasmic mercuric ion binding protein",2558860434,"Salmonella enterica enterica sv. Typhimurium 34502",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2559835367,"periplasmic mercuric ion binding protein",2558860435,"Salmonella enterica enterica sv. Typhimurium 35423",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2562595589,"periplasmic mercuric ion binding protein",2561511241,"Escherichia coli UMNK88",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2571829008,"periplasmic mercuric ion binding protein",2571042232,"Pseudomonas putida OUS82",1,91,1,92,143,3e-47,76,92,NA
"query3606101",2580018917,"periplasmic mercuric ion binding protein",2579778559,"Salmonella enterica enterica sv. Agona 0322",1,91,1,91,143,1e-47,92,91,NA
"query3606101",2582484616,"periplasmic mercuric ion binding protein",2579779146,"Salmonella enterica enterica sv. Agona 0292",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2588795675,"periplasmic mercuric ion binding protein",2588253806,"Salmonella enterica Enterica sv. Heidelberg N26457",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2588829159,"periplasmic mercuric ion binding protein",2588253813,"Salmonella enterica enterica sv. Heidelberg 21381",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2632593953,"periplasmic mercuric ion binding protein",2630968630,"Chromobacterium subtsugae F49",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2636896413,"periplasmic mercuric ion binding protein",2636415517,"Vibrio cholerae 2012EL-2176",1,91,1,91,143,1e-47,92,91,NA
"query3606101",2656573054,"periplasmic mercuric ion binding protein",2654588004,"Salmonella enterica enterica sv. Typhimurium 33676",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2658208580,"periplasmic mercuric ion binding protein",2657245131,"Escherichia coli OLC-791",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2659876587,"periplasmic mercuric ion binding protein",2657245664,"Escherichia coli UMNturkey3",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2661146400,"periplasmic mercuric ion binding protein",2660238128,"Escherichia coli TTU2014-121AME",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2662664521,"periplasmic mercuric ion binding protein",2660238507,"Escherichia coli 50822286",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2663100852,"periplasmic mercuric ion binding protein",2660238614,"Salmonella enterica enterica sv. Typhimurium DT104 613sCH44",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2666486537,"periplasmic mercuric ion binding protein",2663763303,"Pseudomonas sp. NBRC 111142",1,91,1,92,143,3e-47,76,92,NA
"query3606101",2666977268,"periplasmic mercuric ion binding protein",2663763428,"Escherichia coli 50739822",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2668670602,"periplasmic mercuric ion binding protein",2667527584,"Escherichia coli 50639799",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2669409886,"periplasmic mercuric ion binding protein",2667527770,"Escherichia coli UMNturkey4",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2670323020,"periplasmic mercuric ion binding protein",2667527987,"Escherichia coli TTU2014-120BME",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2672492984,"periplasmic mercuric ion binding protein",2671180367,"Klebsiella pneumoniae SY-B2",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2678504546,"periplasmic mercuric ion binding protein",2675903580,"Escherichia coli TTU2014-148AME",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2684809310,"periplasmic mercuric ion binding protein",2684622549,"Klebsiella pneumoniae SY-B",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2687657769,"periplasmic mercuric ion binding protein",2687453150,"Salmonella enterica enterica sv. Anatum USDA-ARS-USMARC-1736",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2689101390,"periplasmic mercuric ion binding protein",2687453519,"Salmonella enterica enterica sv. Typhimurium USDA-ARS-USMARC-1896",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2689367743,"periplasmic mercuric ion binding protein",2687453585,"Escherichia coli Ecol_732",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2714216964,"periplasmic mercuric ion binding protein",2713896779,"Escherichia coli 03-4064",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2715827396,"periplasmic mercuric ion binding protein",2713897162,"Klebsiella pneumoniae ST147",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2719684478,"periplasmic mercuric ion binding protein",2718218001,"Klebsiella pneumoniae Kp_Goe_149832",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2719716056,"periplasmic mercuric ion binding protein",2718218006,"Klebsiella pneumoniae Kp_Goe_152021",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2719721811,"periplasmic mercuric ion binding protein",2718218007,"Klebsiella pneumoniae Kp_Goe_149473",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2720300919,"periplasmic mercuric ion binding protein",2718218149,"Klebsiella pneumoniae KP_Goe_828304",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2724137444,"periplasmic mercuric ion binding protein",2721755830,"Klebsiella pneumoniae Kp_Goe_827026",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2728636266,"periplasmic mercuric ion binding protein",2728368973,"Chromobacterium violaceum Cv017",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2730235774,"periplasmic mercuric ion binding protein",2728369383,"Klebsiella pneumoniae Kp_Goe_822579",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2730330915,"periplasmic mercuric ion binding protein",2728369405,"Klebsiella pneumoniae Kp_Goe_827024",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2737329667,"periplasmic mercuric ion binding protein",2734482773,"Escherichia coli CVM N38834PS",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2737349663,"periplasmic mercuric ion binding protein",2734482777,"Escherichia coli CVM N38795PS",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2737925150,"periplasmic mercuric ion binding protein",2737471828,"Escherichia coli CVM N34352PS",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2737981542,"periplasmic mercuric ion binding protein",2737471839,"Escherichia coli CVM N33707PS",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2738052012,"periplasmic mercuric ion binding protein",2737471853,"Escherichia coli CVM N36210PS",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2738110143,"periplasmic mercuric ion binding protein",2737471865,"Escherichia coli CVM N33653PS",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2743346539,"periplasmic mercuric ion binding protein",2740892416,"Salmonella enterica enterica sv. Bardo CRJJGF_00099",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2743393316,"periplasmic mercuric ion binding protein",2740892425,"Aeromonas salmonicida salmonicida 2004-05MF26",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2744609145,"periplasmic mercuric ion binding protein",2744054522,"Klebsiella pneumoniae OC648",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2744614702,"periplasmic mercuric ion binding protein",2744054523,"Klebsiella pneumoniae OC511",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2744770253,"periplasmic mercuric ion binding protein",2744054558,"Chromobacterium sp. F49",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2745218269,"periplasmic mercuric ion binding protein",2744054669,"Salmonella enterica enterica sv. Heidelberg 163",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2746113310,"periplasmic mercuric ion binding protein",2744054905,"Salmonella enterica CU013109",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2778777665,"periplasmic mercuric ion binding protein",2778261069,"Escherichia albertii MOD1-EC1723",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2779216824,"periplasmic mercuric ion binding protein",2778261192,"Klebsiella pneumoniae WCHKP8D7",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2779243775,"periplasmic mercuric ion binding protein",2778261197,"Klebsiella pneumoniae WCHKP13F4",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2779669874,"periplasmic mercuric ion binding protein",2778261315,"Escherichia coli MOD1-EC5982",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2780849844,"periplasmic mercuric ion binding protein",2778261641,"Escherichia coli MOD1-EC6519",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2814088990,"periplasmic mercuric ion binding protein",2811995367,"Edwardsiella piscicida ETW41",1,91,1,91,143,1e-47,92,91,NA
"query3606101",2844064631,"periplasmic mercuric ion binding protein",2844059735,"Aeromonas hydrophila 23-C-23",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2847850322,"periplasmic mercuric ion binding protein",2847845980,"Aeromonas hydrophila WCX23",1,91,1,91,143,1e-47,92,91,NA
"query3606101",2849012773,"periplasmic mercuric ion binding protein",2849008052,"Shewanella algae KC-Na-R1",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2850577966,"periplasmic mercuric ion binding protein",2850576466,"Salmonella enterica enterica sv. Dublin USMARC-69838",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2851003272,"periplasmic mercuric ion binding protein",2850998136,"Citrobacter freundii ERS2650695",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2851436987,"periplasmic mercuric ion binding protein",2851431590,"Klebsiella pneumoniae INF278",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2851442735,"periplasmic mercuric ion binding protein",2851437328,"Klebsiella pneumoniae INF163",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2852070712,"periplasmic mercuric ion binding protein",2852067712,"Edwardsiella piscicida JF1411",1,91,1,91,143,1e-47,92,91,NA
"query3606101",2858335652,"periplasmic mercuric ion binding protein",2858333323,"Proteus mirabilis PM005",1,91,1,91,143,1e-47,92,91,NA
"query3606101",2860595280,"periplasmic mercuric ion binding protein",2860589870,"Klebsiella pneumoniae INF274",1,91,1,91,143,2e-47,92,91,NA
"query3606101",642572463,"periplasmic mercuric ion binding protein",642555157,"Salmonella enterica sv. Newport SL254",1,91,1,91,143,2e-47,92,91,NA
"query3606101",645049595,"periplasmic mercuric ion binding protein",645047325,"Escherichia coli AR060302 plasmid pAR060302",1,91,1,91,143,5e-49,92,91,NA
"query3606101",645049406,"periplasmic mercuric ion binding protein",645047334,"Escherichia coli H4H plasmid peH4H",1,91,1,91,143,5e-49,92,91,NA
"query3606101",645049774,"periplasmic mercuric ion binding protein",645047375,"Salmonella enterica AM04528 plasmid pAM04528",1,91,1,91,143,5e-49,92,91,NA
"query3606101",648541645,"periplasmic mercuric ion binding protein",648276656,"Escherichia coli MS 182-1",1,91,1,91,143,2e-47,92,91,NA
"query3606101",2549717718,"periplasmic mercuric ion binding protein",2548876758,"Pseudomonas aeruginosa NCMG1179",1,91,1,91,141,2e-46,95,91,NA
"query3606101",2562783401,"periplasmic mercuric ion binding protein",2562617043,"Pseudomonas sp. EGD-AK9",1,91,1,91,141,1e-46,95,91,NA
"query3606101",2590840772,"periplasmic mercuric ion binding protein",2590828102,"beta proteobacterium FWI2",1,91,1,91,141,2e-46,95,91,NA
"query3606101",2633881834,"periplasmic mercuric ion binding protein",2630968946,"Ralstonia mannitolilytica SN82F48",1,91,1,91,141,1e-46,95,91,NA
"query3606101",2661417556,"periplasmic mercuric ion binding protein",2660238203,"Pseudomonas sp. NBRC 111127",1,91,1,91,141,2e-46,95,91,NA
"query3606101",2667503085,"periplasmic mercuric ion binding protein",2663763601,"Pseudomonas psychrotolerans LMG 21977",1,91,1,91,141,2e-46,95,91,NA
"query3606101",2667502548,"periplasmic mercuric ion binding protein",2663763601,"Pseudomonas psychrotolerans LMG 21977",1,91,1,91,141,2e-46,95,91,NA
"query3606101",2704060950,"periplasmic mercuric ion binding protein",2703718695,"Enterobacter asburiae ST252:950126202",1,91,1,91,141,3e-46,95,91,NA
"query3606101",2720721732,"periplasmic mercuric ion binding protein",2718218255,"Klebsiella sp. LTGPAF-6F",1,91,1,91,141,2e-46,95,91,NA
"query3606101",2736092208,"periplasmic mercuric ion binding protein",2734482401,"Pseudomonas aeruginosa RW88",1,91,1,91,141,2e-46,95,91,NA
"query3606101",2743196724,"periplasmic mercuric ion binding protein",2740892368,"Cupriavidus metallidurans NE12",1,91,1,91,141,2e-46,95,91,NA
"query3606101",2839308708,"periplasmic mercuric ion binding protein",2839303116,"Variovorax sp. JS1663",1,91,1,91,141,2e-46,95,91,NA
"query3606101",2847530839,"periplasmic mercuric ion binding protein",2847528547,"Stenotrophomonas maltophilia SJTH1",1,91,1,91,141,1e-46,95,91,NA
"query3606101",2870322652,"periplasmic mercuric ion binding protein",2870319472,"Pseudomonas aeruginosa PASGNDM345",1,91,1,91,141,2e-46,95,91,NA
"query3606101",2870334704,"periplasmic mercuric ion binding protein",2870331525,"Pseudomonas aeruginosa PASGNDM699",1,91,1,91,141,2e-46,95,91,NA
"query3606101",641622134,"periplasmic mercuric ion binding protein",641522646,"Pseudomonas putida W619",1,91,1,91,141,2e-46,95,91,NA
"query3606101",2510641067,"periplasmic mercuric ion binding protein",2510461033,"Pseudomonas aeruginosa Gessard, ATCC 262",17,91,1,75,140,3e-46,93,75,NA
"query3606101",2534459645,"periplasmic mercuric ion binding protein",2531839682,"Burkholderia sp. SJ98",1,91,1,91,140,4e-46,75,91,NA
"query3606101",2579668920,"periplasmic mercuric ion binding protein",2576861805,"Caballeronia jiangsuensis MP-1",1,91,1,91,140,7e-46,76,91,NA
"query3606101",2647653758,"periplasmic mercuric ion binding protein",2645727942,"Comamonas thiooxydans DF2",18,91,1,74,139,1e-45,93,74,NA
"query3606101",2566529973,"periplasmic mercuric ion binding protein",2565956640,"Acinetobacter bereziniae Brisou 64, LMG 1003",1,91,1,91,137,8e-45,82,91,NA
"query3606101",2648569112,"periplasmic mercuric ion binding protein",2648501116,"Aquamicrobium sp. SK-2",1,91,1,91,137,9e-45,93,91,NA
"query3606101",2702014809,"periplasmic mercuric ion binding protein",2700989281,"Acinetobacter sp. NBRC 110496",1,91,1,91,137,8e-45,82,91,NA
"query3606101",2793709969,"periplasmic mercuric ion binding protein",2791355346,"Burkholderia aenigmatica AU17325",1,91,1,91,137,2e-44,82,91,NA
"query3606101",2816026731,"periplasmic mercuric ion binding protein",2814123437,"Burkholderia vietnamiensis HI3908",1,91,1,91,137,1e-44,82,91,NA
"query3606101",640817202,"periplasmic mercuric ion binding protein",640753030,"Janthinobacterium sp. Marseille",1,91,1,91,137,7e-45,82,91,NA
"query3606101",2541854302,"periplasmic mercuric ion binding protein",2541047103,"Pseudomonas sp. CFT9",1,91,1,92,135,4e-44,74,92,NA
"query3606101",2721394803,"periplasmic mercuric ion binding protein",2718218421,"Pseudomonas azotoformans S4",1,91,1,92,135,5e-44,73,92,NA
"query3606101",2618423693,"periplasmic mercuric ion binding protein",2617271008,"Burkholderia gladioli ATCC 25417",1,91,1,91,134,2e-43,71,91,NA
"query3606101",2633881608,"periplasmic mercuric ion binding protein",2630968946,"Ralstonia mannitolilytica SN82F48",22,91,22,91,134,7e-44,94,91,NA
"query3606101",2743198489,"periplasmic mercuric ion binding protein",2740892368,"Cupriavidus metallidurans NE12",22,91,22,91,134,1e-43,94,91,NA
"query3606101",2805062296,"periplasmic mercuric ion binding protein",2802429336,"Moraxella osloensis NP7",1,91,1,91,134,3e-44,69,91,NA
"query3606101",2841268846,"periplasmic mercuric ion binding protein",2841268274,"Moraxella osloensis MOXF1",1,91,1,91,134,3e-44,69,91,NA
"query3606101",2510630951,"periplasmic mercuric ion binding protein",2510461031,"Pseudomonas aeruginosa LC IV, ATCC 260",1,91,1,91,133,3e-43,92,91,NA
"query3606101",2510646085,"periplasmic mercuric ion binding protein",2510461033,"Pseudomonas aeruginosa Gessard, ATCC 262",1,91,1,91,133,3e-43,92,91,NA
"query3606101",2510653854,"periplasmic mercuric ion binding protein",2510461034,"Pseudomonas aeruginosa R. Hugh 813, ATCC 97",1,91,1,91,133,3e-43,92,91,NA
"query3606101",2522340264,"periplasmic mercuric ion binding protein",2522125097,"Rhodanobacter sp. OR444",1,91,1,94,133,2e-43,70,96,NA
